id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
V4Z0O69EEK,105,crossover,0.32841442536108356,0.149719800747198,0.03636363636363632,0.20453550524512376,0.3705868870534218,0.12078777635981099,0.021464646464646464,0.15027685492801768,96,0.058937474751788295,38018.74786564375,0.3910265039452078,1
ODYH5DKQSW,105,crossover,0.6385022280334908,0.0002801992528019895,0.008333333333333304,0.010014646352733858,0.6108536813521035,0.01906925809678199,0.048913043478260865,0.03217669496739273,99,0.056259578666962184,45236.288967033855,0.48387484303842426,1
C3WFMI216A,105,crossover,0.30904719065557307,0.012079701120797037,0.16842105263157892,0.06421696058455706,0.3365488411590194,0.056634360017935315,0.012685627988925252,0.06499323243509292,80,0.05487989269455512,42566.96579494808,0.39942582004779054,1
DTN7PTIXLJ,105,crossover,0.32356536907172595,0.15775217932752178,0.01920512136569752,0.22210572396759432,0.3353920435163428,0.11920549787879832,0.048692686623721115,0.14758828596037898,139,0.05941804598489608,26575.691921703947,0.3814140108058133,2
AK45NTF60E,105,crossover,0.35981560033552007,0.10059153175591533,0.04645330785765467,0.12252673905171618,0.3769808520269269,0.1003086952022902,0.05899092447315796,0.10709363848898734,128,0.05935872073152178,31194.907565089266,0.36360945786747595,2
HHB39FCKTM,105,crossover,0.469492641249608,0.04165628891656288,0.05574419920769663,0.05156488982808094,0.4490612738207014,0.049585244714241375,0.00016366612111295975,0.06265534637627668,128,0.058537714090227864,44139.198353960026,0.47473729212928123,2
JWQEI5HU2V,105,mutation,0.3275459579419393,0.003922789539227922,0.15065430752453654,0.045733371525544575,0.33280360208831505,0.023850584623874738,0.022438524590163933,0.03134613018333954,101,0.08028425093390038,39903.98152706032,0.4240598798780913,1
3BJG4CYIMK,105,mutation,0.6640527541685466,0.005417185554171852,0.03794871794871796,0.005761259045879319,0.5537605901600389,0.015727934328975957,0.09346126510305613,0.009050079980312598,77,0.056960193029903246,48926.23167731203,0.42355137476010457,1
AWTQSLN14Y,105,crossover,0.3120633024967072,0.18614570361145705,0.009060773480662976,0.24826378567683982,0.3358593567443937,0.1476865105370262,0.07330113832355983,0.1740433124154055,139,0.05721128865880488,25140.374879939238,0.4312050972664232,2
64VYQJWVJJ,105,crossover,0.35981560033552007,0.10059153175591533,0.04645330785765467,0.12252673905171618,0.37231144394318605,0.09986893388059187,0.058084772370486704,0.10809646856158484,128,0.059483959816559996,35066.75031349379,0.27916252129303304,2
B00O645V08,105,crossover,0.3280733376480418,0.018430884184308827,0.16692096429661274,0.02175875133087246,0.3195606146647564,0.0615062256406719,0.065359477124183,0.0502583979328165,101,0.053244309492829725,41914.91644107046,0.46578954959619523,1
J46DLIBLVY,105,crossover,0.5831172311111045,0.015566625155666258,0.020833333333333315,0.01065778877905632,0.5178508924829098,0.019155485806918907,0.10751773049645391,0.010095976375046112,57,0.05375176386353961,48346.65419342027,0.45833187529578734,1
UWDS0CVM9M,105,crossover,0.4699002535716035,0.04392901618929017,0.05151175811870101,0.0533537985937339,0.44937227510214717,0.051167523195254014,0.0029235017053760304,0.06397809769902796,128,0.06125152796066102,43641.6686078838,0.4855738736236147,2
8TKFURQDMP,105,crossover,0.32356536907172595,0.15775217932752178,0.01920512136569752,0.22210572396759432,0.3353920435163428,0.11920549787879832,0.048692686623721115,0.14758828596037898,139,0.05711245940471921,26495.38252804975,0.38352277162779136,2
AF9A1HQZLT,105,crossover,0.31467622789272653,0.0022104607721046,0.1795900728484998,0.04350128898713168,0.3294623472627426,0.0016512606491221882,0.040808543096872596,0.008693244739756412,70,0.05373518649831238,37791.50304472822,0.4089868364394083,1
2I055SFQVQ,105,mutation,0.3608293529900095,0.09508094645080947,0.050167224080267525,0.12904463624621,0.35426543932086474,0.03675456144586625,0.024912891986062724,0.054140519256798414,148,0.06075642664254661,30690.244182551476,0.37464793743248587,2
VB5EKW5054,105,mutation,0.7394078287321657,0.0010273972602739753,0.02525252525252525,0.0010322706170383666,0.5765653013712428,0.010463732625116406,0.06862745098039214,0.0069952011812476345,98,0.06260243789049887,40081.35477965788,0.42094280486778274,1
Q7DOI89HR2,105,crossover,0.3155346819102489,0.012359900373598964,0.15636002527760223,0.05364024017856661,0.31285954741860356,0.05429758907322457,0.06881720430107524,0.039036544850498345,101,0.05805597298723738,38505.26067021874,0.4131617041593442,1
22RP9T4QKF,105,crossover,0.5134797602410607,0.033655043586550415,0.03490338164251208,0.007766350139707834,0.5347907694549322,0.028006760252474727,0.008171315863623546,0.031912144702842316,110,0.057604815118013505,38284.430163089426,0.38919021097312434,1
RMAS9CWT8C,105,mutation,0.2930766589756144,0.22185554171855543,0.04944046963859844,0.25506812445616633,0.32136058134568946,0.11367830165902112,0.0030179127725856736,0.13211517165005537,105,0.06124664094364696,44514.91361235135,0.6242286192114238,2
4BVJ4CKKAN,105,mutation,0.32356536907172595,0.15775217932752178,0.01920512136569752,0.22210572396759432,0.3353920435163428,0.11920549787879832,0.048692686623721115,0.14758828596037898,139,0.061911056963717105,27837.30369803225,0.35120238724470787,2
5WI2H7Q5UE,105,crossover,0.4699002535716035,0.04392901618929017,0.05151175811870101,0.0533537985937339,0.4490612738207014,0.049585244714241375,0.00016366612111295975,0.06265534637627668,128,0.06073958190662996,48867.24963875217,0.41659758241398825,2
JYVR07SYRD,105,crossover,0.36797114861980695,0.10628891656288916,0.029642332190102927,0.12375897832231697,0.37231144394318605,0.10417600800193151,0.06575190355329952,0.111744801279685,128,0.05951108103859421,32317.710857783466,0.33160480814899945,2
RT6OV2DE5A,105,crossover,0.3136676566743223,0.02219800747198003,0.15078018995929446,0.06743807727437323,0.3297777525607145,0.010049839616459166,0.030576514235691354,0.01976128952873135,101,0.052298542273780474,51470.60190225563,0.5317783984999273,1
4JBAI64ZQS,105,mutation,0.6180564332901146,0.003237858032378582,0.049535603715170295,0.0034210853433785937,0.5246602551787863,0.0025437174490394177,0.02257941063911212,0.0020733357942660513,150,0.07231702943082248,35616.55857924595,0.3523324509988104,2
JQQSTPJQCM,105,crossover,0.38985542213886815,0.0004669987546699894,0.11236424394319133,0.013603273000448612,0.4001056407781588,0.014516435001552114,0.0418421052631579,0.02663959640703828,128,0.06213039765431119,33190.969095917375,0.37593030308897385,2
