id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
EIBKXE1YL0,101,crossover,0.1952307544678421,0.33867521367521364,0.2929292929292929,0.28044871794871795,0.3024919365586578,0.27582417582417584,0.015873015873015928,0.2714521452145214,48,0.05033384164445066,45020.40283561109,0.5884337496240143,3
ITMSIYR44W,101,crossover,0.2515798037859337,0.0373931623931624,0.01976284584980237,0.04887820512820518,0.32040645268055035,0.042307692307692324,0.028683181225554022,0.021245874587458746,115,0.06189910461004348,45224.87372225465,0.725734493174252,6
SMCQJ9DTOZ,101,mutation,0.6427051994947518,0.0,0.0,0.0008012820512820484,0.6726731646460115,0.0,0.0,0.01877062706270627,157,0.03404035233499821,70660.76628512886,0.8222995946490912,8
7TFOLHQ5UO,101,crossover,0.4947088473600887,0.0,0.0,0.03605769230769229,0.6312555610267918,0.011538461538461539,1,0.07322607260726066,151,0.04100295100595565,60108.78713018839,0.7495181291995751,8
3RY6CNLELS,101,crossover,0.266342993635461,0.047008547008546994,0.14102564102564108,0.0,0.32591618880923534,0.06593406593406592,0.18181818181818188,0.04311056105610567,64,0.057625910265287975,34513.97718958572,0.4888244809755943,3
XZMYQFBGR5,101,crossover,0.25390205754780304,0.06303418803418803,0.00203252032520318,0.11217948717948723,0.33061369420096487,0.10219780219780222,0.028846153846153855,0.07590759075907594,124,0.056161531027033154,49902.97623494063,0.5146449100532402,5
G5FFPOXE4X,101,crossover,0.1952307544678421,0.33867521367521364,0.2929292929292929,0.28044871794871795,0.3024919365586578,0.27582417582417584,0.015873015873015928,0.2714521452145214,48,0.04935242896266529,41813.40337363339,0.5717361982297299,3
Y76UI129O4,101,crossover,0.5055765941011808,0.0010683760683760715,0.0,0.0024038461538461453,0.5345407390758732,0.041208791208791215,0.16190476190476188,0.00020627062706268795,112,0.051180330832433965,49596.71622281285,0.5948788396496311,6
MW2LLIIWOX,101,crossover,0.253194520221947,0.05341880341880342,0.007849293563579218,0.0921474358974359,0.2830228560828467,0.2302197802197802,0.04869565217391303,0.17924917491749176,84,0.03809138961682332,54983.57462565906,0.5430881794046978,3
6XQW1EA1IH,101,mutation,0.2274710583116062,0.06196581196581197,0.06862745098039214,0.04807692307692313,0.3254907650930521,0.13186813186813184,0.20209059233449478,0.11427392739273934,151,0.0504975646518279,71317.02384519078,0.2709000133675221,6
2AMC5XW6VY,101,mutation,0.43506731713396796,0.0,0.02323838080959517,0.024839743589743613,0.49273776586222773,0.10054945054945053,0.11837812645642382,0.07693894389438943,109,0.05239179023566292,49721.898622316025,0.5165703797221728,7
R879QPNNUW,101,crossover,0.266342993635461,0.047008547008546994,0.14102564102564108,0.0,0.32591618880923534,0.06593406593406592,0.18181818181818188,0.04311056105610567,64,0.0569570627908121,34473.28874447781,0.4887822997351984,3
M6XB5TQ42X,101,mutation,0.2498679760083321,0.06196581196581197,0.0032051282051281937,0.09855769230769229,0.2830228560828467,0.2302197802197802,0.04869565217391303,0.17924917491749176,84,0.054040764149199026,52095.86689518764,0.5690520962176526,3
9S6EDXQLOU,101,crossover,0.1952307544678421,0.33867521367521364,0.2929292929292929,0.28044871794871795,0.3024919365586578,0.27582417582417584,0.015873015873015928,0.2714521452145214,48,0.05086324453824581,40932.955653772085,0.5534744580900272,3
LN1YLN2AMU,101,crossover,0.5624050255063164,0.0,0.0,0.017628205128205177,0.5991975919718988,0.04835164835164836,0.25,0.004125412541254203,101,0.049871984284497434,47070.30493007908,0.5759387876587183,5
Z9UYXJY9S5,101,crossover,0.5055765941011808,0.0010683760683760715,0.0,0.0024038461538461453,0.5184112637910085,0.005494505494505503,0.04285714285714293,0.034447194719471996,107,0.0508763364153226,49290.59597336453,0.5525365598287786,6
