id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
7O5PD42EJ2,105,crossover,0.5504935945866607,0.005408793152296164,0.014452027298273773,0.01617171850097232,0.6073610409819039,0.0018704699555763399,0.07823129251700689,0.013874172185430411,142,0.0595180382924092,65644.64884499718,0.8121391093948064,7
STMX5AB5ZZ,105,crossover,0.3569643026094398,0.01294676202168668,0.08748807098088773,0.018079864309631377,0.3843463518390966,0.00309796586392333,0.09410715733160402,0.039944812362030846,125,0.05821308567846689,64480.088589407016,0.7696572154622777,6
5WJ32HKEJQ,105,crossover,0.4629698670743131,0.02095692711865861,0.039682539682539764,0.0640873799184104,0.49640984568936974,0.025777414075286414,0.05711711711711709,0.06498344370860931,127,0.051909686921503814,55180.931588387764,0.6784362267327639,6
ITB2NDU49G,105,crossover,0.36247162998698257,0.07013401787477357,0.024908806670140726,0.13195449693673145,0.4038051230320081,0.08563245265372926,0.00985720375106558,0.1377924944812362,124,0.055131730486133707,57329.863299798075,0.7739040898337833,6
COCWDNS3LK,105,mutation,0.34673158632304324,0.11170445667384978,0.008746355685131157,0.17016127853080087,0.3791613745858756,0.09212064531213467,0.030116765304023962,0.16368101545253866,95,0.047245618861513614,59863.00646185375,0.7673339049231575,4
HCPM22MN5C,105,crossover,0.6106289176352682,0.018870678331344384,0.0004784688995215225,0.05833369887850748,0.6630348481018185,0.004793079261164367,0.08470181503889362,0.031120309050772677,112,0.0462480371338387,44605.06650898917,0.5050700735154317,7
PIPPH9UX8T,105,mutation,0.34778755720059984,0.07371412381843628,0.154351395730706,0.003377637408431,0.3691358738703603,0.008534019172317053,0.0964291332389492,0.020082781456953636,65,0.04284749136429497,45114.6215096761,0.6085738283537864,6
N4R8F94UI7,105,mutation,0.5367709877318517,0.012337199618808862,0.006861365235749428,0.02300010235264871,0.5946264253911154,0.0057867664250642985,0.04258064516129034,0.020551876379691025,142,0.0557143701883062,59105.97098628066,0.8063756001701828,7
DIODJ0G8A2,105,crossover,0.6979290390646367,0.0041123998729362884,0.0010964912280702066,0.012296939655802697,0.7421007632212235,0.011398176291793313,0.04661016949152541,0.02929911699779253,142,0.059691752644822946,54956.237568854696,0.8124028644654459,6
GEZF01G6WD,105,mutation,0.31939164562508027,0.004773474591550253,0.09037153040285129,0.03112982702402367,0.3417217607070536,0.0043839139583820574,0.09077933758260659,0.04402869757174388,76,0.043920468726178455,46743.28379482945,0.47433458015636565,5
KRW1QRK61Y,105,mutation,0.319417366327029,0.09048138259055433,0.0707681301976214,0.1331461742042082,0.33264456723699043,0.05944587327566048,0.10463345395177703,0.12943708609271526,125,0.052840376347851534,45425.516834824164,0.6813521283296261,5
4U0GXO0TFT,105,mutation,0.3880846672615774,0.03267597894863364,0.042945736434108484,0.07072568027956894,0.4156220111521436,0.039221416880991344,0.021286686753710593,0.06544701986754964,135,0.05966904811188769,57658.65037588382,0.8042161596910634,6
9TH5R9CAGR,105,mutation,0.3586458231582299,0.02550718167535221,0.09604018912529544,0.0017107514146598168,0.391672646155947,0.029050736497545,0.12066473988439308,0.010187637969094943,82,0.05421730360796463,34388.21092535933,0.6255730024101601,3
6Q63QWZG7Y,105,crossover,0.3447349388682147,0.04349356525322595,0.05768486256291139,0.09238057639163044,0.35663307156135227,0.07283142389525368,0.021838681413149597,0.11574503311258277,76,0.04205592308338916,57702.6591506466,0.721364490777387,6
6L5ABQG6I0,105,mutation,0.45538762345254935,0.0008413678236905073,0.053676470588235325,0.01586466055475133,0.5175108615037866,0.014729950900163671,0.08996415770609312,0.003973509933774766,85,0.03201462978493211,41610.34377881592,0.34454880748781924,5
CXZT4M22H3,105,crossover,0.36283212103645246,0.1223503352593216,0.0033422459893047707,0.18859206620754188,0.3846297672646688,0.1124035538929156,0.015623785464438322,0.19185982339955854,92,0.0556770631490869,48713.65117861586,0.656840750500552,5
DEJPHY5ZV0,105,crossover,0.36247162998698257,0.07013401787477357,0.024908806670140726,0.13195449693673145,0.4038051230320081,0.08563245265372926,0.00985720375106558,0.1377924944812362,124,0.057442664758573264,60696.931273474795,0.7554507550295901,6
8CFY9VICH4,105,crossover,0.5504935945866607,0.005408793152296164,0.014452027298273773,0.01617171850097232,0.6088511372834773,0.0018704699555763399,0.0767563662633195,0.013040838852097059,142,0.05982559807909397,64752.0357667614,0.814953828346933,7
06Q13NCNOV,105,crossover,0.34778755720059984,0.07371412381843628,0.154351395730706,0.003377637408431,0.3691358738703603,0.008534019172317053,0.0964291332389492,0.020082781456953636,65,0.037904943237708516,62868.22893988554,0.7887873385121901,6
RP7ONVWCSL,105,crossover,0.48076503678555904,0.040952291010242364,0.004655493482309092,0.10872044567267625,0.5185299284118039,0.032499415478138886,0.008506113769271684,0.07062913907284774,96,0.049482513227935454,58176.74077317364,0.645793633400087,6
DAJFTUFMH8,105,mutation,0.31939164562508027,0.004773474591550253,0.09037153040285129,0.03112982702402367,0.3417217607070536,0.0043839139583820574,0.09077933758260659,0.04402869757174388,76,0.05675135640452255,43985.04657748353,0.4514198287119886,5
1Q9PZYOJ97,105,mutation,0.3288680009896865,0.16741502614250026,0.002235117128734143,0.23350294629410306,0.3431328625212502,0.1695113397241057,0.01851251909103524,0.23552428256070645,63,0.03675959589628617,48718.36015114552,0.775413773792814,6
CMNMUI3A5B,105,crossover,0.34673158632304324,0.11170445667384978,0.008746355685131157,0.17016127853080087,0.3791613745858756,0.09212064531213467,0.030116765304023962,0.16368101545253866,95,0.05492170084867796,44157.63632984619,0.5891375934724714,4
UJSM4PNGK6,105,crossover,0.6979290390646367,0.0041123998729362884,0.0010964912280702066,0.012296939655802697,0.7421007632212235,0.011398176291793313,0.04661016949152541,0.02929911699779253,142,0.06043814050539018,54578.90981837956,0.8116544935756564,6
KEMH9TJBVJ,105,crossover,0.3880846672615774,0.03267597894863364,0.042945736434108484,0.07072568027956894,0.4156220111521436,0.039221416880991344,0.021286686753710593,0.06544701986754964,135,0.056997023283993364,60812.260254767454,0.8100733260654123,6
KETACHH04B,105,crossover,0.3586458231582299,0.02550718167535221,0.09604018912529544,0.0017107514146598168,0.391672646155947,0.029050736497545,0.12066473988439308,0.010187637969094943,82,0.05823159261714239,48113.201215949346,0.6241584908082288,3
