Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.7997415525781169,0.0,0.0444444444444444,0.0,0.7886223110558563,0.0,0.0,0.0
Q1,1.0,0.0,0.0444444444444444,0.0,1.0,0.0,0.0,0.0
Q2,1.0,0.0,0.0444444444444444,0.0,1.0,0.0,0.0,0.0013140604467805
Q3,1.0,0.0,0.0444444444444444,0.0,1.0,0.0015948963317384,0.0999999999999999,0.0013315579227696
Max,1.0,0.0021459227467811,0.0444444444444444,0.0017361111111111,1.0,0.005420054200542,1.0,0.0053050397877983
