Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.3166867528002152,0.0,0.0,2.0,0.3147100293448865,0.0,0.0
Q1,0.36365155471063604,0.023566622220844,0.012125076795857125,16.0,0.35643277834083015,0.0162541344489956,0.01508085518745075
Q2,0.4063927174726354,0.04807588075880755,0.042458749483178446,32.0,0.4101733115668131,0.042925833458203846,0.0412483965820062
Q3,0.5403382158990515,0.08660346057242083,0.0765679442508711,68.0,0.5256125440516912,0.08045938256930432,0.07331773802638462
Max,1.0,0.1847340483491851,0.2941176470588235,730.0,1.0,1.0,0.1983695652173913
