Quality Measures,NSGA-II,SMS-EMOA,GrEA,General PF
Mean solutions,150.0,150.0,150.0,-
Proportion,0.010753,0.236559,0.752688,-
Hypervolume,0.0,0.8083204075686186,0.7845300538831015,0.801711
Spacing,,0.2329367013404802,0.025582441300969753,0.148459
Maximum spread,0.0,1.4831639648635722,0.7623802799421436,1.313217
Overall PF spread,0.0,1.0060655204945876,0.12147862902464437,-
Error ratio,0.0,0.8013698630136986,0.7719298245614035,-
GD,0.0,0.018360769931218223,0.00798680847159411,-
Inverted GD,0.08543603922704303,0.016754428440852277,0.01884606112197482,-
