Quality Measures,NSGA-II,SMS-EMOA,GrEA,General PF
Mean solutions,150.0,150.0,150.0,-
Proportion,0.112540,0.299035,0.588424,-
Hypervolume,0.6662103935601517,0.6988377548891281,0.6893829718073359,0.694926
Spacing,0.040344165287835736,0.010527488847103179,0.015236423724261225,0.035087
Maximum spread,1.0497885146983659,0.7403908898650117,0.7084512928008162,0.792651
Overall PF spread,0.9735667818355298,0.8990914589588955,0.7043140184635683,-
Error ratio,0.6940298507462687,0.7688564476885644,0.6469500924214417,-
GD,0.021632444428619602,0.006201276700741109,0.004897762536614144,-
Inverted GD,0.014745607730511192,0.006302509096380197,0.00693615849361751,-
