Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.1686383374692037,6.734178579076433e-06,0.0,2.0,0.1718991795965355,9.326096282617552e-07,0.0
Q1,0.1987533837164155,0.0078457570190576,0.0270056786644464,18.0,0.1983928126574852,0.0075228768898146,0.043547813722005
Q2,0.2472129995554663,0.0237933530033958,0.0559938884644767,44.0,0.2435234292104149,0.0232320512977398,0.0640262699370057
Q3,0.3277537126212854,0.0542355503207273,0.0823304174578962,83.0,0.3229288392591467,0.055906660184735,0.0819293478260869
Max,0.5900833331629989,0.1402635020435601,0.1604112120745418,774.0,0.5914722804382861,1.0,0.1634135153483422
