Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.2968972434287314,0.0001399514834857,0.0,6.0,0.296924222165138,0.0001638326492601,0.0
Q1,0.36898796669232964,0.016621283355287474,0.0407523510971786,12.0,0.3714232822548674,0.012853770983610124,0.0325851684547336
Q2,0.4398245531710686,0.0372670807453416,0.0748587570621469,22.0,0.44706560261432127,0.031041882580286,0.06443113996870635
Q3,0.5678417665455422,0.0681874727872115,0.1439280359820089,41.0,0.577229513072119,0.0597331981532766,0.1079712076779525
Max,0.8486983635504227,0.1764791494316266,1.0,149.0,0.8419718735164243,0.1498245614035087,1.0
