alg,seed,error_val,dem_fpr_val,dem_ppv_val,num_leaves,actual_depth,actual_leaves,error_tst,dem_fpr_tst,dem_ppv_tst,num_leaves_tst,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
nsga2_2,105.0,0.36156101067665514,0.007675335044686901,0.12057750277645563,478.0,14.0,478.0,0.4131965821384429,0.004091653027823199,0.12457330415754908,478.0,1.0,14.0,7.0,478.0,5.0
nsga2_4,104.5,0.36157877304651154,0.09574837248643835,0.05000314018143509,126.62717392091406,9.71522021215949,126.62717392091406,0.36883730005603005,0.09169602905346202,0.06095384303713466,126.62717392091406,0.3625081992731347,11.154301663200705,17.281988004907127,183.67838291795871,4.839029553786205
smsemoa,104.5,0.36156101067665514,0.07097910208849927,0.06082388893514494,92.34569249196599,8.864353276572679,92.34569249196599,0.3698146326169528,0.07929479981005252,0.060446852206486344,92.34569249196599,0.5189450209480496,15.060651794259467,25.441538559338255,155.91994891409976,4.812607352701804
grea,104.5,0.36156101067665514,0.07661184247985395,0.05337792038286874,86.65522129197309,8.631655035841415,86.65522129197309,0.36315473656967046,0.07770672952378797,0.05753112419537325,86.65522129197309,0.5084331811837289,10.053813510680303,21.209146429930033,98.04386034843859,4.870224837742297
