alg,seed,error_val,dem_fpr_val,dem_ppv_val,num_leaves,actual_depth,actual_leaves,error_tst,dem_fpr_tst,dem_ppv_tst,num_leaves_tst,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
nsga2_2,102.0,0.3526248927795007,0.027777777777777703,0.0626003210272873,133.0,16.0,133.0,0.3810007575148629,0.015046677649642999,0.15743477702094844,133.0,0.0,16.5,10.0,133.0,2.0
nsga2_4,104.5,0.3526248927795007,0.09578606107677146,0.06576349624417685,74.7196728940134,9.376681160923543,74.7196728940134,0.36170478465847156,0.08437333248679979,0.09000631344236756,74.7196728940134,0.15031400429773253,10.158315204553315,16.725694567770397,88.99188030033109,2.185272803800078
smsemoa,104.5,0.3526248927795007,0.06444995100906972,0.0759636200602773,60.35602038719156,8.440134092559939,60.35602038719156,0.3697327364846803,0.06998876309992008,0.08840718775266601,60.35602038719156,0.10432305213900298,13.047056309970554,19.05627505869432,106.29104242795702,1.8765812761838565
grea,104.5,0.3526248927795007,0.06955263316484017,0.07088374913645504,56.4168548381428,8.461184676513312,56.4168548381428,0.36628834002483174,0.06818653219950807,0.10142628647586252,56.4168548381428,0.0398264805048751,10.466428927414537,17.488598815571777,58.525447184823726,2.32101301004614
