Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,dem_pnr_val,dem_ppv_tst,dem_pnr_tst
Min,0.2750973679917107,0.0,0.3055840590060776,0.011511004097495,0.090311004784689,0.0290751435484853,0.0464721321599506,0.0156857580090815
Q1,0.2824363588200771,0.0003671775223499,0.3275789257489458,0.0141046762134076,0.0926960257787325,0.036173664597649,0.0985799046785332,0.0277027684522941
Q2,0.283092862124169,0.0098659003831417,0.3332587496035405,0.0170189658826022,0.0944799606589623,0.0363194108924912,0.1070574571291931,0.0395988420181968
Q3,0.2921772361348057,0.0339812354978646,0.3382310425204357,0.0598867908587842,0.1065896394108684,0.0773775017253278,0.1372610916604488,0.0883204398384663
Max,0.3089960581763034,0.0456257982120051,0.3530892055576803,0.0771959190180137,0.131335971358583,0.0810682111394732,0.1446187156738487,0.0937713534822601
