Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Q1,0.0,0.0,0.0,0.0,0.0298574998546681,0.25,0.1428571428571429,0.35
Q2,0.0,0.0,0.0,0.0,0.0298574998546681,0.25,0.1428571428571429,0.35
Q3,0.0,0.0,0.0,0.0,0.0298574998546681,0.25,0.1428571428571429,0.35
Max,0.0,0.0,0.0,0.0,0.0606635633722757,0.5,0.25,0.45
