Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.2961177666873209,0.0,0.0,3.0,0.2957376199586904,2.531581478951161e-05,0.0
Q1,0.3488312283516486,0.0160170971596654,0.0548523206751054,21.0,0.3706028254254168,0.0108129548511709,0.0341365461847389
Q2,0.4217870726084956,0.041407867494824,0.1354264292408622,47.0,0.4573947747951785,0.0296907380838514,0.0651629072681704
Q3,0.5702213308405444,0.0822603719599427,0.2111111111111111,101.0,0.5580692872074874,0.0615135940926149,0.125
Max,0.9179668461339446,1.0,1.0,381.0,0.8587939517123211,0.1593859649122807,1.0
