Quality Measures,NSGA-II,SMS-EMOA,GrEA,General PF
Mean solutions,150.0,150.0,150.0,-
Proportion,0.066502,0.500000,0.433498,-
Hypervolume,0.7722239631853417,0.7787127005122103,0.7486933057997214,0.779169
Spacing,0.029058039957783048,0.011080715803490772,0.11033354961134449,0.022216
Maximum spread,0.9261039367994232,0.7902447459483275,1.2946285505018007,0.848761
Overall PF spread,1.0012085812698621,0.9018314700397482,0.9857715576543079,-
Error ratio,0.6707317073170731,0.5396825396825398,0.6678966789667897,-
GD,0.018031650997621447,0.004091046410775764,0.007727069557705826,-
Inverted GD,0.00954568986505627,0.006884745934621064,0.0073447260944531755,-
