Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,dem_pnr_val,dem_ppv_tst,dem_pnr_tst
Min,0.2824363588200771,0.0003671775223499,0.3055840590060776,0.011511004097495,0.0944799606589623,0.0290751435484853,0.1372610916604488,0.0156857580090815
Q1,0.28487157814875924,0.008770692016228574,0.31108277569179466,0.0128879945437718,0.09750738034693883,0.04115073309269593,0.13910049766379878,0.01869001061988465
Q2,0.28730679747744137,0.017174206510107252,0.3165814923775117,0.0142649849900486,0.10053480003491536,0.05322632263690655,0.14093990366714876,0.0216942632306878
Q3,0.28974201680612355,0.025577721003985927,0.32208020906322876,0.015641975436325402,0.10356221972289187,0.06530191218111717,0.14277930967049873,0.02469851584149095
Max,0.2921772361348057,0.0339812354978646,0.3275789257489458,0.0170189658826022,0.1065896394108684,0.0773775017253278,0.1446187156738487,0.0277027684522941
