Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,dem_pnr_val,dem_ppv_tst,dem_pnr_tst
Min,0.2144517856123727,0.0,0.2238019728742334,0.0275146889733973,0.0438002707653101,0.053000153412444,0.0555356417425383,0.0660076452759379
Q1,0.21959728596139325,0.02692434791190035,0.22727540090709422,0.046430201680916175,0.07326310232245603,0.0785546645686229,0.06932633514519505,0.08642926044572442
Q2,0.22474278631041378,0.0538486958238007,0.23074882893995505,0.06534571438843506,0.10272593387960195,0.1041091757248018,0.0831170285478518,0.10685087561551096
Q3,0.22988828665943434,0.08077304373570106,0.23422225697281587,0.08426122709595393,0.13218876543674787,0.1296636868809807,0.09690772195050855,0.12727249078529748
Max,0.2350337870084549,0.1076973916476014,0.2376956850056767,0.1031767398034728,0.1616515969938938,0.1552181980371596,0.1106984153531653,0.147694105955084
