Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.1893450436015743,0.0,0.0,0.0,0.2188896791532367,0.0,0.0,0.0
Q1,0.2234771237917165,0.0042372881355932,0.0166666666666666,0.0048923679060665,0.2682219329504319,0.0028951939779965,0.0087719298245614,0.0331753554502369
Q2,0.345466969424017,0.005050505050505,0.056910569105691,0.0143509458577951,0.3751435102372914,0.0143589743589743,0.0363636363636363,0.0835622710622711
Q3,0.3479718465084571,0.0689808633733867,0.0869047619047619,0.0849358974358974,0.3936886095062164,0.0637362637362637,0.0666666666666666,0.087046204620462
Max,1.0,0.1651090342679127,1.0,0.2002923976608187,1.0,0.32,1.0,0.3878205128205128
