Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.2417124555948449,0.0012210012210012,0.0,2.0,0.2660015368667663,0.0002337540906965,0.0
Q1,0.3122820528423246,0.04529582736104468,0.0252525252525252,5.0,0.2957981977777113,0.009724595884070325,0.014309056956115774
Q2,0.33761036292793534,0.1074481074481074,0.0712281679672984,10.0,0.3099344406576457,0.0540628436311889,0.0482954545454545
Q3,0.39126260871365687,0.1636141636141636,0.1166666666666666,20.0,0.34258226181580487,0.1077606358111267,0.1136675824175824
Max,0.7281642323931189,0.4652173913043478,0.2870605291772381,71.0,0.6780986573389429,0.3236263736263736,0.2156593406593406
