Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.0,0.0357142857142857,0.0,2.0,0.0,0.0,0.0
Q1,0.1327418192160121,0.1363636363636363,0.07916666666666661,2.0,0.1242336742488823,0.1361111111111111,0.0
Q2,0.1679497056621564,0.2777777777777778,0.1666666666666667,3.0,0.1982162742627269,0.2777777777777778,0.0222222222222222
Q3,0.28950696540183807,1.0,0.5,3.0,0.23653442446085543,0.48461538461538456,0.13392857142857145
Max,0.683772233983162,1.0,0.5714285714285714,4.0,0.3351960546790612,1.0,0.4880952380952381
