Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.2961177666873209,2.9400523329316253e-05,0.0,2.0,0.2942932443155227,2.531581478951161e-05,0.0
Q1,0.3550577222038152,0.01516218446198225,0.0448019549943997,12.0,0.3641300220931598,0.01266703096599525,0.0237393491530354
Q2,0.4203464810627729,0.03892479124972165,0.09245014245014245,27.0,0.4356938478391932,0.0312823255247194,0.055285145244340805
Q3,0.5338942196261837,0.0799481734758178,0.17913554035774645,57.0,0.5584544201584224,0.06103709405061095,0.10451775991703392
Max,0.9179668461339446,1.0,1.0,381.0,0.8587939517123211,0.2276267599722557,1.0
