Quality Measures,NSGA-II,SMS-EMOA,GrEA,General PF
Mean solutions,150.0,150.0,150.0,-
Proportion,0.172101,0.447464,0.380435,-
Hypervolume,0.6849526356806273,0.6902942290102971,0.6832764659846128,0.69033
Spacing,0.09273825650333466,0.028802188343305404,0.04895776229996155,0.054436
Maximum spread,1.8360311125459041,1.0902581319084699,1.215093066201835,1.837435
Overall PF spread,0.997390801384084,0.05029225594118341,0.05904131738208776,-
Error ratio,0.6678200692041523,0.12802768166089962,0.4084507042253521,-
GD,0.010357481776533775,0.004115778030834909,0.005225742659968198,-
Inverted GD,0.0073969254190575685,0.006351288908519317,0.007546357245091046,-
