Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.322089082969464,0.0,0.0,4.0,0.3202547746187757,0.0,0.0
Q1,0.3640483538221924,0.0208220344089909,0.0248176939160752,30.0,0.3633022881871849,0.0113968088106019,0.018866748091483327
Q2,0.4466228595494617,0.044423858104127203,0.0592355648326017,58.0,0.44383213970698204,0.03682219851184645,0.0463668520027073
Q3,0.5806008264967493,0.10102777708914147,0.09832965179509034,116.25,0.5580390541232524,0.08311528857112663,0.0842881277864261
Max,1.0,0.1920696024930552,0.2586206896551724,523.0,1.0,0.1731266149870801,0.1987522281639928
