Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.3172133259580979,0.0,0.0,0.0,0.3367028926218802,0.0,0.0,0.0
Q1,1.0,0.0,0.03143869661266565,0.0,0.9643764750060452,0.0,0.0486164598118357,0.0
Q2,1.0,0.0,0.0377474167966783,0.0,1.0,0.0,0.0875064616179891,0.0
Q3,1.0,0.0,0.08011662779203946,0.0,1.0,0.0,0.11107074425714222,0.0008375209380234
Max,1.0,0.536706438880352,0.3666666666666667,0.4619091224075632,1.0,1.0,1.0,0.4633947162056191
