Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,num_leaves,dem_ppv_tst
Min,0.1786707088554524,6.254708405484255e-06,0.1747820240411545,0.0002418656479515,0.0148375331564987,8.0,0.0381087919038584
Q1,0.2105894149778713,0.0136226085672785,0.1936308502411733,0.00741649038859265,0.081857149229662,150.0,0.08913929809843825
Q2,0.2244594986256939,0.0259268752877507,0.2104138278303826,0.0272094230629715,0.1076097373969714,231.0,0.09976401179941
Q3,0.27002543518964406,0.03737129729503785,0.2695079154809489,0.040259728973205594,0.12077766580988761,487.0,0.10997733201226205
Max,0.4742477952677502,0.0658650188350127,0.484309693067159,0.0650435211718901,0.1459035470854051,974.0,0.1637423386612186
