Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.2161014063584363,0.0,0.0,0.0,0.2225706682249023,0.0,0.0005102040816326,0.0
Q1,0.24948008639596836,0.0014451091546411,0.021961917685297053,0.0037745980605831,0.25064896349233257,0.0011134733048943,0.033015040672801026,0.0015284247570908
Q2,0.40746361359391775,0.0081571822121652,0.0666666666666667,0.0195325228822716,0.39939094113960566,0.0096902732159824,0.06825035332895615,0.02360517682383615
Q3,0.7862989980505833,0.04400044180484727,0.11592658412202662,0.07676823812418808,0.795284877069272,0.04118351527645458,0.12254761525462302,0.0808722900596001
Max,1.0,0.1512173052492293,0.2060201754134814,0.2014638292161972,1.0,0.1461441035744441,0.19898599972815,0.1894751405494102
