-,NSGA-II₂,NSGA-II₄,SMS-EMOA,GrEA
NSGA-II₂,0.972112,0.9908256880733946,0.9950248756218906,0.9895833333333334
NSGA-II₄,0.9785407725321889,0.003984,0.9950248756218906,0.9895833333333334
SMS-EMOA,0.9785407725321889,0.9908256880733946,0.0,0.9895833333333334
GrEA,0.9785407725321889,0.9908256880733946,0.9950248756218906,0.023904
