Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.3059538069668889,0.0,0.0,6.434687917633575e-05,0.3173259323870663,0.0,0.0,2.692340828802653e-05
Q1,0.3283616137679601,0.0025684531685372,0.0058479532163743,0.0032092702679417,0.3356965028255091,0.0048514703687117,0.04635721873822,0.0107321447718566
Q2,0.3438339826244766,0.0144035473968185,0.0220089080018429,0.0079469520843385,0.3514846653289665,0.0153399668325041,0.0850646749084249,0.0344723917455787
Q3,0.4599778807654482,0.0326419753086419,0.072384346009707,0.0436465861891189,0.4294647356704094,0.0314060141646348,0.0998301287574779,0.0621823037822003
Max,0.9123615863250636,0.1965389082462253,0.1765708881162663,0.2537728773235621,0.9224178431518524,0.2553216656079556,0.2836538461538461,0.3070399212316506
