Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Q1,0.0,0.0,0.0,0.0,0.0392310771694771,0.0,0.0,0.2999999999999999
Q2,1.0,0.0,0.0,0.0,0.2583801512904337,0.0,0.0,0.3839285714285714
Q3,1.0,0.0,0.0,0.0,0.2583801512904337,0.0,0.0,0.3839285714285714
Max,1.0,0.0,0.0,0.0,0.4083920216900384,0.25,0.1428571428571429,0.3839285714285714
