Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.233854343700451,0.0012210012210012,0.0,3.0,0.271897202326596,0.0002759381898455,0.0
Q1,0.2776394679993625,0.039292278422713156,0.0333333333333333,5.0,0.3019210032422651,0.0082781456953642,0.0141843971631205
Q2,0.3354095347835587,0.1024528672833757,0.079769492812971,9.0,0.3264678905434747,0.0544455544455544,0.0337529994228958
Q3,0.4070620133158376,0.1527777777777778,0.1166666666666666,16.0,0.3657400262623265,0.1243756243756243,0.0833333333333333
Max,0.6672961919373764,0.4652173913043478,0.2214912280701754,53.0,0.6647673160609897,0.3296703296703297,0.2156593406593406
