Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,dem_pnr_val,dem_ppv_tst,dem_pnr_tst
Min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191387559808612
Q1,0.0,0.0,0.0281746841924499,0.0,0.0,0.2478632478632478,0.0,0.2
Q2,0.0,0.0,0.0392310771694771,0.0,0.0,0.2727272727272727,0.0,0.2679425837320573
Q3,0.0,0.0,0.0986121811340027,0.0333333333333333,0.0,0.4499999999999999,0.1857142857142857,0.3333333333333333
Max,0.0,0.0,0.25,0.4166666666666667,0.0,0.5892857142857143,0.5714285714285714,0.6000000000000001
