Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.3166867528002152,1.6460905349804933e-05,0.0,2.0,0.3147100293448865,2.5457924415422245e-05,0.0
Q1,0.3608922318098096,0.0196749552326767,0.011565236918931,11.0,0.3556123354391042,0.0156573949677397,0.0156128024980484
Q2,0.4124925203946654,0.0489095748820846,0.0415271003506297,27.0,0.410034152265966,0.0460069444444444,0.041670437064519
Q3,0.5376327187256859,0.0873480449090205,0.0722800925925926,67.0,0.525327321328734,0.0829187396351575,0.0734319224885262
Max,0.9479982817128808,0.1621602787456446,0.2941176470588235,730.0,0.9456952234757616,1.0,0.1983695652173913
