Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,dem_pnr_val,dem_ppv_tst,dem_pnr_tst
Min,0.2144517856123727,0.0,0.2238019728742334,0.0275146889733973,0.0264818491208167,0.053000153412444,0.0273846853938754,0.0660076452759379
Q1,0.21463974181777137,0.06260406260406255,0.22445493455318105,0.08426122709595393,0.03947066535418675,0.11917065604703833,0.0419131326245716,0.12727249078529748
Q2,0.21968085917489266,0.089885918993326,0.226491296893451,0.1057340200789797,0.07853966014324296,0.14574706225246398,0.051145795055337645,0.1530701339136053
Q3,0.22725294009977448,0.0991491637978268,0.23065642525697297,0.11041017561655965,0.1253721863893553,0.15150452519405855,0.06932633514519505,0.1589439816354064
Max,0.2350337870084549,0.1076973916476014,0.2376956850056767,0.1167668014027788,0.1616515969938938,0.1552181980371596,0.1106984153531653,0.1604374409252458
