Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.1686383374692037,1.531463926367216e-05,0.0,2.0,0.1718991795965355,9.326096282617552e-07,0.0
Q1,0.200412257842744,0.007854985266774224,0.021084063235388827,24.25,0.20212801129876692,0.0065357282748587,0.0400035915355488
Q2,0.2520196056949269,0.024313361473754902,0.0497732222678343,47.0,0.24687509356383555,0.021676415521482098,0.061232758820307404
Q3,0.3316020278041897,0.05168258162602055,0.07552889338267305,79.0,0.32558595284763997,0.0508952036970515,0.07867989071456641
Max,0.594984820399606,1.0,0.1604112120745418,774.0,0.5914722804382861,1.0,0.1634135153483422
