alg,seed,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
nsga2_2,104.0,0.6956986357158341,0.29858537467233115,0.052776042798620554,0.2642454090976587,0.6793347295723747,0.28150912106135983,0.0861248690459411,0.2421784159433222,96.0,0.04415849291380185,34598.835889704715,0.4901166995370638,2.0
nsga2_4,104.5,0.8478493178579172,0.04993429086124815,0.0854388341175973,0.03818149536661518,0.836657678395674,0.047765412165008875,0.0697549187606619,0.038221373540048405,106.13473741118787,0.04305324871933987,51108.22107194838,0.5294684221460261,4.3080480184961845
smsemoa,104.5,0.6956986357158341,0.0030323700624436895,0.023978930571556183,0.0058664850800323924,0.6961314880952091,0.009678534467732317,0.08042908710655282,0.016258425678625656,147.48641323932307,0.04968892450885575,43003.34394136161,0.4434487092184525,6.4212470894024065
grea,104.5,0.6628730226592017,0.00529116864803878,0.018171871364071973,0.011928763751226982,0.6632494887785522,0.008599519773861633,0.06524645970956552,0.017691053636660882,101.9694597419548,0.04868897169233673,41270.23429228739,0.4491216403965308,5.798420370904035
