Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.2747147756576528,0.0,0.0,0.0,0.2833684968142905,0.0,0.0039682539682539,0.0
Q1,0.2997246999235868,0.00123323754789265,0.016879824630206926,0.0049364948752261256,0.32042089954869146,0.0052910322587212755,0.08352019126936219,0.00606359168977765
Q2,0.3169797783132323,0.0023983274821506,0.023090786213111,0.0055728212601021,0.3284443201332285,0.0124916387959866,0.0969089390142021,0.03804016177261365
Q3,0.37201910714303876,0.024437260536398376,0.07994616800009316,0.024818387546856,0.37288315885546636,0.03228041876081905,0.12959970941046123,0.04247215235357515
Max,1.0,0.2385075831455762,1.0,0.2727398205659075,1.0,0.2175319081258035,1.0,0.2518634158287034
