Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.2236544098316067,0.0,0.0009555113896957,0.0,0.2256583975753913,0.0,0.0042001265391541,0.0
Q1,0.5889987866958637,0.001381111692456,0.0192061459667093,0.0010546571360076,0.5811704066487955,0.0030546751673417,0.0484913793103448,0.0016131113692089
Q2,0.8335739040662028,0.0029508055787313,0.0680003689134296,0.0047111185312387,0.8498816724954806,0.0071312300493325,0.1070800019313244,0.006036273908913
Q3,0.9052217998084164,0.0112141182041626,0.1111111111111111,0.0224886214955883,0.915488837254447,0.0200596071579975,0.15806809711212452,0.0199145138169528
Max,1.0,0.1698928220966338,1.0,0.2153999702365335,1.0,1.0,0.6956521739130435,0.2120563675329655
