Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,dem_pnr_val,dem_ppv_tst,dem_pnr_tst
Min,0.1899074126990174,0.0,0.2823230246386223,0.081025641025641,0.0159624413145539,0.0136217948717948,0.0585016835016835,0.1268564356435643
Q1,0.20648845002481053,0.0110146862483311,0.28789449094269864,0.09332417582417579,0.051257545271629706,0.022277749662618,0.07983284335896275,0.14556586153120804
Q2,0.2230694873506037,0.0220293724966622,0.293465957246775,0.1056227106227106,0.08655264922870551,0.0309337044534412,0.101164003216242,0.16427528741885175
Q3,0.23965052467639686,0.0330440587449933,0.29903742355085133,0.11792124542124541,0.12184775318578131,0.0395896592442644,0.12249516307352125,0.18298471330649546
Max,0.25623156200219,0.0440587449933244,0.3046088898549277,0.1302197802197802,0.1571428571428571,0.0482456140350876,0.1438263229308005,0.2016941391941392
