Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.2167711190767127,0.0,0.0,5.664775184416326e-05,0.2231668505251282,2.562811585926292e-05,0.0005102040816326,0.0001701573955909
Q1,0.23930955162879017,0.00849237505165185,0.006532608861223099,0.019596233644242726,0.24084029534863444,0.009686197403836526,0.0285506585936228,0.025496352138334774
Q2,0.2732197736882201,0.0309654865119348,0.030745703785666448,0.0581226380633062,0.2710949412089494,0.03051592747625735,0.06638402709040915,0.06678641245017636
Q3,0.41291432816552487,0.0672221349052155,0.08847079818045597,0.1130596304561655,0.40543598298645755,0.0674583012986075,0.1138695235796685,0.1148700183684078
Max,0.9239143752180724,0.1736500098531665,0.2060201754134814,0.2277330303507548,0.9163627277417564,0.1898634659504224,0.19898599972815,0.2361939809118874
