Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.0,0.0357142857142857,0.0,2.0,0.0,0.0,0.0
Q1,0.1229419806929708,0.1388888888888889,0.0749999999999999,2.0,0.1339745962155614,0.0833333333333333,0.0222222222222222
Q2,0.198959010620139,0.2,0.1428571428571429,3.0,0.1956003334601562,0.1666666666666666,0.0505050505050505
Q3,0.3206337795132425,1.0,0.4,4.0,0.2546440075000701,0.45,0.1477272727272727
Max,0.683772233983162,1.0,0.5,4.0,0.4452998037747708,1.0,0.4880952380952381
