Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.0,0.0357142857142857,0.0,2.0,0.0,0.0,0.0
Q1,0.2583801512904337,0.2777777777777778,0.0,2.0,0.1229419806929708,0.0,0.0
Q2,0.3206337795132425,0.2777777777777778,0.0,2.0,0.1982162742627269,0.15,0.0761904761904762
Q3,0.3545027756320972,1.0,0.0833333333333333,2.0,0.2546440075000701,1.0,0.1477272727272727
Max,0.683772233983162,1.0,0.5,4.0,0.3351960546790612,1.0,0.4880952380952381
