Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.29867505056551,0.0,0.0,0.0,0.3069192170447286,0.0,0.0,3.78572780617148e-05
Q1,0.3233170484305837,0.0026713171620981503,0.00459344576991635,0.00290345573538415,0.33397867210122445,0.00966273746904705,0.05425674561585675,0.0149078852351752
Q2,0.3430549455118644,0.0116130592137574,0.0232391563867887,0.0166007885436864,0.3508137508621646,0.0241744207261448,0.0764705882352941,0.0402121374865735
Q3,0.44790553166898744,0.04110352150518075,0.057707896088396,0.0552429890009784,0.4478603012285376,0.0506385122554925,0.102123168047461,0.07966694774897745
Max,0.9292303225568392,0.218901585720786,0.156387483218011,0.2796493690690295,0.9508778656639432,0.2094926350245499,1.0,0.2701545253863134
