Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.2151540012006898,0.0,0.0,0.0,0.2225706682249023,6.599509605670871e-05,0.003619850718065,4.7543978179817245e-05
Q1,0.33217052324176266,0.001066047777749975,0.0419099126558648,0.0008209149396823749,0.33923358388319225,0.00248369485360345,0.07205826567311345,0.002835362859708175
Q2,0.5413726185345942,0.008809215148179901,0.10686830152049234,0.01349690779804565,0.5290510893396341,0.012330155642855601,0.10672517888821845,0.01868806652094115
Q3,0.8107452049847576,0.035421894106123925,0.11896724175621098,0.05407172505021983,0.8081353030375893,0.0441788513520725,0.11906281606809666,0.05927628724687398
Max,1.0,0.2857549857549857,0.2184504164702184,0.3351249969552544,0.9873224597924044,0.2973901498044213,0.1820747520976353,0.3259792893939235
