Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,1.0,0.0,0.0,0.0,0.6623310231937947,0.0,0.0,0.0
Q1,1.0,0.0,0.0,0.0,0.8908910548820038,0.0,0.0,0.0
Q2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q3,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0049261083743842
Max,1.0,0.0,0.0,0.0,1.0,0.0769230769230769,1.0,0.1153802943489495
