Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.2417124555948449,0.0012210012210012,0.0,2.0,0.2660015368667663,0.0002759381898455,0.0
Q1,0.3052995640909861,0.0476190476190476,0.0167958656330749,6.0,0.2967197040985901,0.010752688172043,0.0128205128205128
Q2,0.3368935644049771,0.1239875389408099,0.0666666666666666,11.0,0.3099344406576457,0.0544455544455544,0.0429487179487179
Q3,0.3740678592881499,0.1645123384253818,0.1185275080906148,21.0,0.3353086463171425,0.1208508648901355,0.1206896551724138
Max,0.7281642323931189,0.4652173913043478,0.3166666666666666,38.0,0.6780986573389429,0.3181318681318681,0.2360248447204969
