alg,seed,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
nsga2_2,103.0,0.6036683408423102,0.3259090100243194,0.0686795114791171,0.307299616803409,0.6120180751135538,0.32509962108846,0.07867228103328815,0.30042942087212904,101.5,0.016593896885833348,43174.69557421346,0.3811479871262389,1.0
nsga2_4,104.5,0.6036683408423104,0.13698435283292673,0.08644896461088906,0.12763367147295826,0.6069784592748021,0.13337476459029163,0.0956115660451885,0.12351805208231466,98.99616778431852,0.013038910096838163,38283.237852563776,0.44733251174983907,1.0077266408874894
smsemoa,104.5,0.6036683408423101,0.00343359779034898,0.040050633586028374,0.013094610573355439,0.600863066463906,0.0027332439595002993,0.057772042818563664,0.014546894393527918,84.45198695403197,0.010833144938645992,42208.98051755324,0.472309530724177,6.091491088789427
grea,104.5,0.6777196149632031,0.045274697136703526,0.09268321260390852,0.05192925556654382,0.6804239970045152,0.0426017070675649,0.09759013938522818,0.048021230858266505,112.13132380984871,0.010077060177613397,44473.272604602425,0.543862855513038,3.1951644130051156
