Measures,error_val,dem_fpr_val,dem_ppv_val,num_leaves,error_tst,dem_fpr_tst,dem_ppv_tst
Min,0.1679790701193581,1.531463926367216e-05,0.0,6.0,0.172269526065407,9.446338750246364e-07,4.434589800450528e-05
Q1,0.20931473068611317,0.004443761074643875,0.028666523782422102,53.75,0.21007696746358873,0.002701720509798775,0.03297771875819342
Q2,0.28102997193512524,0.018500804375645552,0.060349600947034746,124.5,0.281674757687968,0.015320296188553,0.0589066901484101
Q3,0.38987203729504394,0.05021154891510875,0.07879575406265912,227.0,0.37976962664230496,0.04612557372403535,0.07650343139523025
Max,0.594984820399606,1.0,0.1650128136360927,723.0,0.5791114914503994,1.0,0.1634135153483422
