Measures,error_val,dem_fpr_val,error_tst,dem_fpr_tst,dem_ppv_val,dem_pnr_val,dem_ppv_tst,dem_pnr_tst
Min,0.2969826612652169,0.003240410555366,0.3303078601409042,0.0243651622961967,0.0041403191809695,0.0453707576627141,0.0305740078351218,0.0200812807205426
Q1,0.3015690725534358,0.05054831984107315,0.3315948836667408,0.0694657235376237,0.023334070560278,0.08737956373872789,0.037401029961017546,0.08581050790994016
Q2,0.3061554838416547,0.0978562291267803,0.3328819071925774,0.1145662847790507,0.0425278219395865,0.1293883698147417,0.0442280520869133,0.1515397350993377
Q3,0.3076105548711541,0.13347303136107386,0.3423679567476431,0.1376847343962156,0.0586295818758368,0.175704781960873,0.07769575877995019,0.18448801193440517
Max,0.3090656259006535,0.1690898335953674,0.3518540063027088,0.1608031840133805,0.0747313418120871,0.2220211941070043,0.1111634654729871,0.2174362887694726
