Measures,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst
Min,0.2744259022526707,0.0,0.0,0.0,0.2859413943652378,0.0,0.0039682539682539,0.0
Q1,0.2954525480432466,0.0009467082166383,0.001937984496124,0.0030127105598802,0.3296884898063119,0.0082496413199426,0.0802547434067966,0.0144990998880941
Q2,0.3241584795657222,0.0152298850574712,0.0205128205128205,0.0182215404639055,0.3539018614759139,0.0348413804756473,0.1055728625822083,0.0562712495924735
Q3,0.4289082284780887,0.0699144017987456,0.0582128290693362,0.0779296239483102,0.4554301370129928,0.0821070234113712,0.1385696797377877,0.1166067792550006
Max,1.0,0.2516189290161893,1.0,0.3185122332174956,1.0,0.2514170344550326,1.0,0.2920611598328665
