id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
K86CH5OO8Q,101,crossover,0.47178592393289565,0.01602564102564108,0.016025641025641024,0.0,0.4181951834842368,0.10219780219780217,0.09060402684563756,0.054042904290429045,176,0.050114347010517785,14942.575588646323,0.8501868834617687,2
AWHMHQ1SH7,101,crossover,0.4595018756522653,0.024572649572649596,0.02457264957264954,0.0,0.4110892811574559,0.1692307692307693,0.10793980280228338,0.15614686468646863,52,0.033685174387438656,24340.900215208643,0.19270784503252522,2
ECMA9J6L3I,101,mutation,0.266342993635461,0.047008547008546994,0.14102564102564108,0.0,0.3235796694594699,0.05879120879120878,0.1700336700336701,0.03816006600660071,64,0.06831409529401798,28876.944645628137,0.5282469896206959,3
3QRA0T6DJ5,101,mutation,1.0,0.0,1,0.0,0.8908910548820038,0.0,1,0.004950495049504955,88,0.007544451426553862,72054.71201620705,0.5634375557657676,8
HR4KQUAYPC,101,mutation,1.0,0.0,1,0.0,1.0,0.038461538461538464,1,0.02083333333333337,188,0.0017081629539466292,49647.57010237606,0.7878458942604395,8
JIDUY9CDWM,101,crossover,1.0,0.0,1,0.0,1.0,0.0,1,0.0,97,0.05758016999339667,67901.18341537783,0.0003146045074254866,7
R0GYJR1RRK,101,crossover,1.0,0.0,1,0.0,1.0,0.0,1,0.0,30,0.011450044204163895,63339.59182555627,0.9673134388700997,7
IEGUTCEJFC,101,crossover,0.6427051994947518,0.0,0.0,0.0008012820512820484,0.6403131342086089,0.014285714285714285,1,0.0643564356435643,177,0.00944505764558111,57748.340377935194,0.7045787333468326,9
5B7T3KOQ7A,101,crossover,0.46075966226183374,0.0,0.0007763975155279934,0.0008012820512820484,0.431726654219154,0.27032967032967026,0.0744949494949495,0.2037953795379538,119,0.07062130855469823,58655.558403992785,0.11957791924926486,1
3N6NE2HKQ5,101,crossover,0.4484476001355012,0.008547008547008517,0.008152173913043459,0.0008012820512820484,0.484881467333488,0.17472527472527477,0.09428711736781797,0.11654290429042904,183,0.034475105002880806,95569.15592217653,0.5197763609668675,1
7END38B0X6,101,mutation,0.30077971382319213,0.010683760683760646,0.014174344436569786,0.0008012820512820484,0.30084880574596007,0.13516483516483513,0.17759764185703758,0.10499174917491755,119,0.07295080608299535,63663.09460498282,0.39976060714221684,1
DWAUH1BJRN,101,crossover,0.2641865333706135,0.03311965811965811,0.0520547945205479,0.0008012820512820484,0.3120160911300123,0.010439560439560458,0.09090909090909094,0.007013201320131945,146,0.021511374531017508,23767.14812393479,0.5086400936258378,2
OX0RKR6NMO,101,mutation,0.4947088473600887,0.0,0.0,0.0016025641025640969,0.6017104845057927,0.07967032967032968,0.3058823529411765,0.020008250825082508,81,0.014952491659857861,43359.63756277815,0.2726658222554409,8
N6M7YO702N,101,mutation,0.42737358512242685,0.0010683760683760646,0.0004248088360238045,0.0016025641025640969,0.4016661113217873,0.22912087912087908,0.05357142857142855,0.14026402640264027,26,0.03568366786173326,78291.62224738944,0.7983221627516284,1
ZDIR3ULBWL,101,crossover,0.4149903368141481,0.009615384615384581,0.008920985556499561,0.0016025641025640969,0.4196144474935365,0.15714285714285714,0.18991668446913057,0.10169141914191421,64,0.05870759719458912,66585.9347959928,0.49957258290339457,2
CKRBQHIJAZ,101,mutation,0.2816194461219519,0.008547008547008517,0.012605042016806733,0.0016025641025640969,0.3240038904673561,0.0692307692307692,0.16666666666666663,0.04084158415841588,153,0.07722086342397314,40449.77798832356,0.5236119137441692,6
N3RNTTDPB6,101,crossover,0.3221475607628089,0.0064102564102563875,0.01010101010101011,0.0024038461538461453,0.31724798385657915,0.071978021978022,0.004444444444444473,0.003712871287128716,39,0.08032916659162663,18709.480252149697,0.4026643096189028,2
VLNLUUKZ8M,101,mutation,0.2778483936818238,0.030982905982905984,0.06397306397306396,0.0024038461538461453,0.3157790213122518,0.04340659340659339,0.13955479452054798,0.028052805280528004,184,0.07253147599523128,65348.63589313622,0.22814931111349432,2
E084FULA4P,101,mutation,0.3658527384284592,0.0032051282051281937,0.0005154639175257714,0.0032051282051281937,0.36576671121639937,0.15384615384615385,0.04484848484848486,0.0686881188118812,160,0.006389676170042716,97916.17222396008,0.6645832989468583,1
PT3O35DPXI,101,mutation,0.3581658242979423,0.0032051282051281937,0.007142857142857173,0.0032051282051281937,0.3782716149804999,0.13516483516483513,0.06934306569343068,0.07178217821782179,22,0.0591126322059166,52656.46635695558,0.08434751977878108,1
5QIZDV1YS3,101,crossover,0.41151843889619866,0.0010683760683760715,0.013157894736842146,0.0032051282051281937,0.5199774101701171,0.0016483516483516425,0.020689655172413834,0.03939768976897695,73,0.0852256947825182,13829.031924538745,0.3814740808062457,6
RL6GLIL3LK,101,crossover,0.31892734102558873,0.002136752136752129,0.0017152658662092368,0.004006410256410242,0.3267145828015816,0.009340659340659363,0.06785714285714284,0.013201320132013139,39,0.054703620596557256,11256.604476087316,0.886601996727125,2
Q64E29VKHK,101,crossover,0.42043240545207505,0.0010683760683760646,0.005892255892255893,0.004807692307692291,0.39700974624180985,0.2362637362637363,0.05053956834532369,0.14521452145214522,26,0.049253263998909114,99825.64180716121,0.7300472387657411,1
