id,algorithm,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,num_leaves,actual_depth,actual_leaves,error_tst,dem_fpr_tst,dem_ppv_tst,num_leaves_tst,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
BF15OD0YJ5,nsga2,100,mutation,0.3909930225453791,0.0450013953921051,0.0611086539879109,211,17,211,0.4007758290100398,0.0347398450846726,0.0635323456065717,211,0,19,20,211,6.0
3HV45CF6DD,nsga2,100,mutation,0.6513581910694206,0.0135740643120716,0.1032894736842104,38,9,38,0.6109900513386832,0.0064603340465409,0.0580617310597885,38,1,14,20,38,8.0
GWQU6UFL66,nsga2,100,crossover,0.713022952234782,0.0046590591956339,0.1809116809116808,40,11,40,0.6965860346426422,0.0060705577946957,0.0132669983416251,40,1,12,17,40,9.0
S28FLXZL90,nsga2,100,crossover,0.5427757246887324,0.0387298830971502,0.0202702702702702,75,13,75,0.5241831395173,0.024970559453318,0.0378787878787878,75,0,16,13,75,8.0
IH7PWEOY52,nsga2,100,crossover,0.38729532512514,0.0439238425997705,0.066441837045364,251,17,251,0.4001841383321131,0.0387537111675042,0.0600598173146875,251,0,17,20,251,6.0
Y7BJRJP0JI,nsga2,100,crossover,0.6706736793054207,0.0119848677478371,0.1251778093883357,65,11,65,0.6453918608781968,0.0033255378082964,0.0246120920278224,65,1,11,20,65,9.0
T8L4JW4CP0,nsga2,100,crossover,0.65509758061095,0.0145973518558715,0.0885668276972624,74,11,74,0.6380946827533134,0.0016586223482775,0.0454952935903182,74,1,11,23,74,9.0
6ZHOYRHQ8Z,nsga2,100,crossover,0.3401276676835704,0.1223293745542497,0.0068872465110659,25,7,25,0.354078822740032,0.0954785954785954,0.0241777737342492,25,0,16,22,25,5.0
79JOSRXEXE,nsga2,100,crossover,0.5492792099473232,0.0250472882880089,0.0869142523818783,83,12,83,0.5220210596054153,0.0127216334112885,0.0781458722949505,83,1,12,18,83,8.0
VRD1VP9MMY,nsga2,100,mutation,0.6853205514693073,0.0214657818847096,0.0410714285714285,56,14,56,0.6538422572568604,0.0086165430993017,0.0063131313131312,56,1,16,17,56,9.0
MDDXC61NUP,nsga2,100,crossover,0.4669419308833752,0.0544047877453564,0.0210084033613445,91,13,91,0.4651798290897785,0.0177140866796039,0.0708616780045351,91,0,13,21,91,7.0
1V6XT519KN,nsga2,100,crossover,0.398410700773029,0.0868864150826382,0.0279800520764376,50,11,50,0.4124530747726626,0.0525866215521388,0.0391453400302956,50,1,13,17,50,6.0
V77V52DRUD,nsga2,100,crossover,0.7714398063335977,0.0063567862569382,0.2257053291536049,26,9,26,0.7325081859600926,0.0003897762518452,0.0296442687747034,26,1,14,18,26,9.0
GC2MTC03JH,nsga2,100,crossover,0.5289423794293657,0.0428772985208843,0.0772727272727272,32,10,32,0.5084627407273306,0.0280058383506659,0.0560697518443997,32,1,15,15,32,7.0
41O5RK1YLG,nsga2,100,mutation,0.6893690664654755,0.0109615802040373,0.0902777777777777,50,11,50,0.664041713389088,0.0023469506228126,0.0214110214110214,50,1,11,22,50,9.0
NQ1OYWC412,nsga2,100,mutation,0.5241273552814205,0.0428772985208843,0.0720023367898349,40,10,40,0.5087245448786715,0.0253603357051633,0.0657276995305164,40,1,14,19,40,7.0
47YRZ9KM0H,nsga2,100,crossover,0.6073944617176351,0.050365902818692,0.0319472616632859,23,8,23,0.5803737680895362,0.0242905242905242,0.0222222222222222,23,1,14,18,23,8.0
UUHA2JJN8N,nsga2,100,crossover,0.5404312351103098,0.0403190796613848,0.0015120015120015,69,12,69,0.5211946986849365,0.0260486639796984,0.027935606060606,69,0,12,15,69,8.0
YDI4U8GJR9,nsga2,101,crossover,0.6943608650519667,0.0046913580246913,0.0357142857142857,94,10,94,0.6841860350602289,1.295605306799244e-05,0.1488095238095237,94,0,10,25,259,9.0
C0UXFLFWOP,nsga2,102,crossover,0.3838945026263851,0.0851437949359174,0.0948312916398023,259,14,259,0.3621878647691013,0.0671277051369259,0.0635887864148733,259,0,14,13,259,5.0
6W8AWAQSEG,nsga2,102,crossover,0.4099152871990502,0.1028211941231635,0.0183035714285714,68,7,68,0.3985894797490429,0.0857204041014788,0.0018883853194704,68,1,7,33,270,6.0
8U9EODL85T,nsga2,102,crossover,0.3976187069144469,0.106392622694592,0.0222813435317591,30,5,30,0.3847318044397256,0.0939712291839871,0.0094642555348994,30,0,5,22,176,6.0
0ZKGPTY1YE,nsga2,103,mutation,0.3273407042825967,0.1308865660085172,0.0059031158714702,39,7,39,0.3320634935742321,0.0992749655006242,0.0320200910375136,39,0,7,19,39,5.0
87F10584R3,nsga2,103,mutation,0.3484981842386246,0.0925048393341076,0.0265961021505376,55,10,55,0.3368612852188489,0.0972203360129673,0.025127353266888,55,0,10,16,55,5.0
MFRK7AGZF5,nsga2,103,crossover,0.5132823794172174,0.0297638404955478,0.0855855855855856,251,15,251,0.5144980751560957,0.0211596171116903,0.019423558897243,251,1,15,22,251,8.0
RRTVZTER0N,nsga2,103,mutation,0.5889163565232363,0.0128377855207123,0.1257575757575757,163,11,163,0.5858992449929682,0.0326900751319738,0.0009496676163343,163,1,11,28,163,9.0
74SRMRLI1T,nsga2,103,crossover,0.4056713968077207,0.0236624080526519,0.0717109981404264,338,14,338,0.4020066175356198,0.0150088712680437,0.0763634145349546,338,0,14,20,338,3.0
ZIKF59O1FB,nsga2,103,mutation,0.3405223678350083,0.1112427409988385,0.0152093596059114,50,9,50,0.3305139586252615,0.0914989157339057,0.032258064516129,50,0,11,16,50,5.0
IPEFWW0FPV,nsga2,103,crossover,0.4276591451168671,0.0152768099109562,0.1484887342004029,214,11,214,0.424986792703231,0.0767660394716667,0.0028735632183907,214,0,11,24,226,7.0
09APBO682A,nsga2,103,mutation,0.3591661452509017,0.1098180410375532,0.0116451458632232,22,7,22,0.3618171627002372,0.0877707927189888,0.0139074501050033,22,0,10,15,22,5.0
5L1L1PQFCD,nsga2,103,mutation,0.3243152398105035,0.149430894308943,0.011023997227757,28,5,28,0.3345930371926116,0.159665301294548,0.0002392209839018,28,1,5,32,320,4.0
ZRVIV7AUIR,nsga2,103,crossover,0.7262247954881442,0.0174758033294618,0.0801963993453355,42,6,42,0.733228284497464,0.0039909754013974,0.0132653061224489,42,1,6,29,163,9.0
79HEYD6P0X,nsga2,103,mutation,0.4236934838867892,0.0241656987998451,0.1382783882783882,209,12,209,0.4229613188122775,0.0798764593783541,0.0018315018315018,209,0,12,21,209,7.0
0IP4C08KD8,nsga2,103,crossover,0.4461539082807774,0.0256755710414247,0.1328903654485049,117,11,117,0.443207130409747,0.0513832606838542,0.0287339413553004,117,0,11,21,117,7.0
ONQQMQUSTA,nsga2,103,crossover,0.5345772303502443,0.0540998838559814,0.0223577235772357,146,10,146,0.5402601968136612,0.0363875320351346,0.0074097938144329,146,1,10,33,208,8.0
8UHGUXEH57,nsga2,103,crossover,0.5543267504457998,0.0112737127371273,0.1736111111111111,175,12,175,0.5422710345573937,0.0332771121284471,0.0029605263157894,175,1,12,30,175,9.0
NKAD012G2A,nsga2,103,crossover,0.5176556395628755,0.0322880371660859,0.0769589915181697,202,15,202,0.5191964835171445,0.0174621602085295,0.0253757563927385,202,1,15,22,202,8.0
CY035HJWR2,nsga2,103,crossover,0.6059829550539118,0.010917537746806,0.0979335130278525,164,11,164,0.6047052678319125,0.0321030381355004,0.002386278896346,164,1,11,33,191,9.0
