id,algorithm,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,num_leaves,actual_depth,actual_leaves,error_tst,dem_fpr_tst,dem_ppv_tst,num_leaves_tst,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
NSSH6N7UUV,nsga2,100,crossover,0.4723361513057583,0.0016995432672928,0.0569029850746268,78,8,78,0.4751089991530297,0.0024535297788763,0.0005955508845681,78,0,8,17,583,7.0
7SCNGO7HI2,nsga2,100,crossover,0.208058097245507,0.0399206763980663,0.032970660990056,134,12,134,0.2077593605038525,0.0340343127057355,0.0730945821854912,134,1,12,15,134,4.0
79XZOR19LK,nsga2,100,mutation,0.1984222067717753,0.0386895412935848,0.0430508060576453,105,12,105,0.2025447520978034,0.0444006289846914,0.062832179815744,105,0,12,15,105,4.0
JKY6UBV4O4,nsga2,100,crossover,0.2360224133719333,0.026256918402464,0.0452555074033946,176,16,176,0.2301796384239357,0.0199555794857988,0.068839533549696,176,1,16,13,176,5.0
V9KZIP5EUX,nsga2,100,mutation,0.3243563342035674,0.0083910388097706,0.0599240355337915,85,8,85,0.3342282749666132,0.0031885179701171,0.0849351332686584,85,0,8,19,514,6.0
YYW0CLEDQE,nsga2,100,crossover,0.2376307890225323,0.0230718818888663,0.0551741954532033,201,15,201,0.2328045825025353,0.0165835056718755,0.0796130058844721,201,1,15,15,201,5.0
2HESKLJ74U,nsga2,100,crossover,0.2090927965792401,0.0360531817006691,0.0604353452259913,279,11,279,0.2050650980464375,0.0424862944969958,0.0628488560131039,279,0,11,12,285,4.0
148P10K0YA,nsga2,100,crossover,0.3215250146081423,0.009956800813946,0.0639136750363146,120,9,120,0.3256711065155737,0.0039831618105948,0.0815485200811619,120,0,9,22,491,6.0
SPOX9DK8DZ,nsga2,100,crossover,0.2803845927507264,0.0108133483816984,0.0798607146934582,68,7,68,0.2870955842100432,0.0083303760447386,0.066164450408686,68,0,7,16,242,5.0
VRD1VP9MMY,nsga2,100,mutation,0.2335936379687325,0.0272204909807104,0.0374384236453201,242,17,242,0.2255727266687017,0.0157269117341132,0.0913350449293965,242,1,17,15,242,5.0
TNVQ2ZMTO5,nsga2,101,crossover,0.4941324438591518,0.0007402558233927,0.0338017174082748,164,10,164,0.4814972786061232,9.75824924599189e-05,0.0639763779527559,164,1,10,22,592,9.0
OY0FV7FHVS,nsga2,101,mutation,0.4414358178455541,0.0016418810742553,0.0486387274395839,173,10,173,0.4353005676322946,3.4407699653496784e-05,0.0733231707317073,173,1,10,22,503,8.0
1ORUSKOKD6,nsga2,101,mutation,0.3582514219235216,0.0086910473087243,0.0228417184593748,81,8,81,0.3491584255367648,0.005725779658732,0.0495864466376313,81,0,8,15,719,7.0
AJADCA871X,nsga2,101,crossover,0.41930960608218,0.0066034624664577,0.0134615384615384,149,10,149,0.4011691636010869,1.297339495131937e-05,0.0922298664508296,149,0,10,19,482,8.0
QOFDRKI2LT,nsga2,101,mutation,0.3594272142870782,0.007571679031276,0.0421911421911421,74,8,74,0.3516242796130283,0.0049406072338522,0.0616279069767441,74,0,8,26,684,7.0
K1B3XF76OX,nsga2,101,crossover,0.4666769007776522,0.0007120690238347,0.0563994917969397,23,5,23,0.4545615808445002,0.0058995103389496,0.0077796901893287,23,1,5,24,936,7.0
RJ35CFA2OW,nsga2,102,mutation,0.594984820399606,1.0,0.0177777777777777,7,3,7,0.566686699873335,0.0002632045059342,0.0101010101010101,7,0,3,19,363,7.0
WLDRN4ZXX8,nsga2,102,crossover,0.5013959376493973,1.0,0.0204081632653061,21,5,21,0.467176744447345,0.0018926129582698,0.0466727716727717,21,0,5,20,335,8.0
RV4V3BDY11,nsga2,102,inicialization,0.5136718645650085,1.0,0.0153374233128834,20,8,20,0.4784867406710313,0.0016294084523356,0.0403508771929824,20,1,18,35,20,7.0
RLO0WNUIK4,nsga2,102,crossover,0.42886551520437,0.0025715025715025,0.0263157894736841,114,16,114,0.4106475404831062,0.0008776789289817,0.0568484600048445,114,1,17,21,114,8.0
J008VJX56Y,nsga2,102,crossover,0.4359139264039966,0.0023125023125023,0.0286066910565522,107,15,107,0.4168693283544473,0.0013330802444489,0.0496078431372548,107,1,23,27,107,8.0
NLIHFXRPY3,nsga2,102,crossover,0.3525211063375779,0.0048692048692048,0.0724490695828556,28,8,28,0.34292880099364,0.0028583572984308,0.0765264293419633,28,1,21,29,28,7.0
1PMOTLPEF8,nsga2,102,mutation,0.3586267054762846,0.0014948014948014,0.0932476579909565,206,13,206,0.3501219365474824,0.004446113191425,0.0718532574320051,206,1,13,21,206,7.0
GWFUYWHZ5G,nsga2,102,mutation,0.3891731637155192,0.0003108003108003,0.09253715666194,124,13,124,0.3767939136538089,0.0031925695007663,0.0714548609285451,124,0,13,23,124,8.0
