id,algorithm,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
6G2UEZ8UG0,nsga2,104,crossover,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,100,0.020500511804305,34056.88000184043,0.572687798780684,5
DOPZKFK2EQ,nsga2,104,crossover,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,105,0.0203689198443338,38866.66444776354,0.5353215897185579,5
N3ONKQB9WL,nsga2,104,crossover,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,93,0.0205602079440493,33039.94218966033,0.5670674917689446,5
KS5921VQGX,nsga2,104,crossover,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,84,0.0209015919955577,29220.436006323776,0.5988631167106934,5
9Y71OI5JVL,nsga2,104,mutation,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,95,0.0202549301911874,34535.3353092054,0.5424042601184891,5
2S79EMSZTM,nsga2,104,crossover,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,103,0.0202614570845363,36698.45140474393,0.5473016068236819,5
RS68PXT037,nsga2,104,mutation,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,97,0.020367556693856,22369.68228597074,0.5989675739821199,5
J5E30FT9MZ,nsga2,104,crossover,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,85,0.0203502357077309,29692.3581849826,0.5719939043226784,5
N4GULHRCJ6,nsga2,104,mutation,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,79,0.0207426961477798,28496.82391180117,0.6011793121928836,5
T7ZD0P6X1M,nsga2,104,crossover,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,97,0.0204978600134822,34304.20692646169,0.533592068716048,5
PLO346AC1O,nsga2,104,mutation,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,106,0.020387528522652,36830.54985266714,0.5508017856925217,5
5G5441F83G,nsga2,104,mutation,0.3834366346868628,0.0008269905202382,0.0983824640967498,0.022953978331596,0.3737252297254697,0.0012693819611268,0.0708874458874458,0.0211535577389235,99,0.0206183234885259,36731.914313337,0.5655263579852788,5
