id,algorithm,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
NTHG4DW047,nsga2,107,crossover,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.200956937799043,145,0.0185639873670854,77829.22564006654,0.3110278570144555,7.0
0PPUZHTW2L,nsga2,107,crossover,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.200956937799043,161,0.0217069159413876,83294.45605626135,0.1547393556180393,7.0
6NY12N6D41,nsga2,108,crossover,0.0,0.0,0.0,0.5892857142857143,0.0,0.0,0.0,0.5333333333333334,102,0.0031899361439687,3697.710434622693,0.1119639712715919,4.0
4L4VT8RA89,nsga2,108,mutation,0.0,0.0,0.0,0.5892857142857143,0.0,0.0,0.0,0.5333333333333334,138,0.0151721562108356,25572.2359096068,0.6350748712136486,4.0
KU2J799K90,nsga2,108,crossover,0.0,0.0,0.0,0.5892857142857143,0.0,0.0,0.0,0.5333333333333334,135,0.0164126275629753,20371.193822321013,0.7226592715070564,4.0
U7TK23ZZQ6,nsga2,106,mutation,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,109,0.0137477717897811,38003.81957803777,0.4481227446780324,7.0
TE2S5FY2JT,nsga2,106,crossover,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,107,0.0162307452134617,45990.746424068886,0.688978323862418,7.0
I7NH5R6MVQ,nsga2,106,mutation,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,103,0.0110587137577259,37804.98703898589,0.3994672497398392,3.0
PXTI9LAJQO,nsga2,106,crossover,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,96,0.009899018437702,32558.911530576937,0.3706251694542279,5.0
NC8F1A0AD9,nsga2,106,mutation,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,87,0.0145570027921103,40645.384711803534,0.4230387551447195,6.0
1085Y9IV6Q,nsga2,106,mutation,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,110,0.0088357057898772,41635.6141911238,0.3288356276418596,6.0
CVMA37UH5V,nsga2,106,crossover,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,113,0.0134019850599693,34725.55191008748,0.5093005579500042,7.0
TKIXCNH78C,nsga2,106,mutation,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,113,0.0158321306379445,45199.80793952664,0.3774113073681485,6.0
W8HJ86LN12,nsga2,106,crossover,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,121,0.0164485550355318,48576.06928848186,0.6109420001808524,7.0
KK4AJ0AP8R,nsga2,106,crossover,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,103,0.0170728697786298,34752.98605374836,0.2968562053693688,5.0
F95KS3BSWO,nsga2,106,mutation,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,93,0.0111570690654079,38537.45881187901,0.6170514689018693,6.0
HQDSBM04UG,nsga2,106,crossover,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,105,0.0151648235618936,47648.16554577556,0.3252416591789955,6.0
HEPKPENVVC,nsga2,106,crossover,0.0,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.1626794258373205,111,0.0155578177059819,27228.2616298316,0.2957998290948059,5.0
0IY50DVNBJ,nsga2,107,crossover,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.200956937799043,130,0.0187734941296408,51279.29567629982,0.4984738855635601,7.0
V15P6AK1SL,nsga2,107,mutation,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.200956937799043,123,0.0159139299606653,52919.75832864599,0.4722317069073549,7.0
1EDVS24PV7,nsga2,107,crossover,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.200956937799043,124,0.0198266013356036,56301.67012905337,0.4359073591923947,7.0
W7YT2MP7AI,nsga2,107,mutation,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.200956937799043,116,0.0178633441547161,52790.361167612165,0.4942262321458798,7.0
A4II1ETOZN,nsga2,107,crossover,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.200956937799043,117,0.0159813859988568,59922.40570864001,0.4867520633962996,7.0
