id,seed,creation_mode,gmean_inv,dem_fpr,max_iter,tol,lambda,l1_ratio,class_weight
3NEHY3VH5F,103,inicialization,0.28686027332485564,0.19623971797884843,100,0.0001,1.0,0.0,
IOBCOGI7SL,103,inicialization,0.33002479357442926,0.15276145710928318,100,0.0001,1.0,1.0,
00OPFXMN64,103,inicialization,0.30174346472465696,0.30552291421856637,169,0.07122658860538332,90675.27379165667,0.7577695547518469,5
37M7SC4JI0,103,inicialization,0.5465262143241456,0.17234625930278102,112,0.09196167197888847,48122.48767594416,0.3480695195248974,8
FT5HGYSB94,103,inicialization,0.40520035100603935,0.10340775558166862,127,0.03946623634698344,81899.9089093237,0.44421356366434817,7
EL2CUSA8PP,103,inicialization,0.3747305721692705,0.16333725029377202,132,0.022982209874272536,38625.691069517365,0.5785186297030117,6
YB43VF9JCU,103,inicialization,0.30352700923462106,0.390912651782217,69,0.06486775558451205,23199.060981901584,0.09481986597457914,5
ZLLRX7C5WI,103,inicialization,0.5339022657809709,0.02702702702702703,80,0.06315113526926523,6672.2460817293095,0.02813370989019326,8
K01SS8U0QR,103,inicialization,0.3743991279753971,0.22326674500587546,114,0.040032277771034325,59398.0930717802,0.32815695404043954,7
0JI328AH5B,103,inicialization,0.2876358469384045,0.23815119467293383,170,0.015237335595929768,59995.91797464196,0.7076179435647935,4
HQA98HDIJ7,103,inicialization,0.34588938510568956,0.5436741088915001,83,0.0801294150411249,4814.855030669902,0.8813182473573914,5
PQ1FSY4TM0,103,inicialization,0.7298731948159556,0.018018018018018018,140,0.0653971844765434,51446.79182686064,0.726777937936861,9
VGWS6SF43Z,103,inicialization,0.3571845372255982,0.14375244810027418,158,0.005326415292857599,27910.238842563183,0.02247631649979287,7
7GPUSWYVMH,103,inicialization,0.6991352062774482,0.0254602428515472,39,0.06500490725411916,31383.81889799816,0.4536251040305358,7
RJ2UURG9ZH,103,inicialization,0.35161893153003865,0.1617704661182922,74,0.09942059795305586,15711.896193291012,0.7330369836294878,4
7U29RCJ5K0,103,inicialization,0.620888122887707,0.016451233842538188,23,0.026889486708550906,89199.25165792397,0.7825290914267371,8
W1GRWHQ9CB,103,inicialization,0.28212816824136067,0.23070896983940462,171,0.09976644019552765,19272.416416120115,0.28383731856754113,4
GXARWJM3T0,103,inicialization,0.5204571921213184,0.0015667841754798267,192,0.021417635489329786,29251.858243993927,0.21768828301524978,8
