id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
JWK9LYS1C7,102,inicialization,0.2777463724556576,0.03544973544973545,36,2416,0,,2,,
87LY2O6IFD,102,inicialization,0.2509066665212296,0.05077515077515077,36,2269,1,36,2,2416,
L26O77J504,102,inicialization,0.36660978405240985,0.003703703703703702,11,297,1,11,5,806,7
611ZIKXNEP,102,inicialization,0.2890446988532763,0.016176416176416172,17,657,1,17,23,1066,6
RU4826NZPN,102,inicialization,0.3740324608919269,0.004802604802604804,33,1042,1,33,26,1290,9
7DZH4LTE7Y,102,inicialization,0.21831706537968742,0.03986753986753985,17,417,1,17,36,417,4
MKO70IJ48O,102,inicialization,0.33713472361136687,0.011595811595811599,11,254,0,11,12,281,7
A0RUR20P1M,102,inicialization,0.1850703112892882,0.05952565952565954,11,56,1,31,28,56,3
3NOQFKY4IA,102,inicialization,0.4141561891617833,0.005612905612905613,16,677,0,16,9,1033,9
PKEH4HKRKL,102,inicialization,0.19685322905067737,0.0923594923594924,5,24,1,5,9,2295,2
2Z4EV8I33P,102,inicialization,0.3256176389160348,0.0031598031598031595,27,1394,1,27,12,2366,8
J4MEF9M2BQ,102,inicialization,0.2099863949719526,0.06001036001036002,21,768,1,21,25,1139,3
LQ9FGHNJEL,102,inicialization,0.3250545943253387,0.002456802456802458,16,591,1,16,26,1019,7
4RWQ2PN4NZ,102,inicialization,0.31721900407960135,0.021870721870721865,26,1178,0,26,15,1178,7
FD3NB2BHT7,102,inicialization,0.5408613932752906,1.0,4,14,1,4,37,2333,7
D2M2YOQULR,102,inicialization,0.3503977716911263,0.012313612313612311,30,930,1,30,28,2211,8
MSFH9QS6MN,102,inicialization,0.2880573455413826,0.027054427054427052,27,575,0,27,23,575,6
RAN2ZPKZ56,102,inicialization,0.19994782691434132,0.09440559440559443,21,685,0,21,19,685,2
7PV0GZF1F5,102,inicialization,0.32037311578978234,0.004040404040404046,15,439,0,15,35,2157,7
SAU56CLMNY,102,inicialization,0.2525553361986239,0.03376993376993378,16,667,0,16,22,2201,5
F67SC5YX1C,102,inicialization,0.28282653770895483,0.027553927553927555,32,839,1,32,30,839,6
8XRSGPRWMK,102,inicialization,0.2874525348306275,0.009753209753209754,8,85,1,8,38,924,6
LP0XKSX8Z3,102,inicialization,0.4930195963454921,0.0005032005032005035,8,72,0,8,34,789,8
