id,seed,creation_mode,gmean_inv,dem_fpr,max_iter,tol,lambda,l1_ratio,class_weight
WGAT7VSKWK,105,inicialization,0.13274181921601214,0.40909090909090906,100,0.0001,1.0,0.0,
JGZWK1Y35O,105,inicialization,0.1679497056621564,0.2272727272727273,100,0.0001,1.0,1.0,
LT7QDUHWLZ,105,inicialization,0.173101769405277,0.3181818181818182,192,0.08793050730169612,56791.85788358717,0.6306048454812098,5
6YS7H0WSQI,105,inicialization,0.09417837268432339,0.09090909090909091,186,0.05526030524940039,85228.82832670734,0.39076392998813647,4
A9MNDLU126,105,inicialization,0.09417837268432339,0.09090909090909091,173,0.0657465132358942,7481.93259392806,0.6349691977835988,4
TRPX0TFHG5,105,inicialization,0.03923107716947716,0.09090909090909091,163,0.04370526895541347,62284.55293636363,0.08708562884992266,7
SNPHXL7NRR,105,inicialization,0.21553545944726382,0.13636363636363635,175,0.04878382074552231,68365.90049116046,0.8378859946732192,5
4AKJND2UPW,105,inicialization,0.0,0.0,83,0.001586524949248683,32759.152759546578,0.3878964807023697,6
GOPQFRENCC,105,inicialization,0.1229419806929708,0.3181818181818182,121,0.03502385731071079,94017.50726389595,0.6822286832000304,4
2244L4ABIT,105,inicialization,0.03923107716947716,0.09090909090909091,187,0.0728368255988604,18584.02390856278,0.24761122517752931,7
XNYC0F8226,105,inicialization,0.03923107716947716,0.09090909090909091,34,0.03800651624091498,94814.30282039012,0.8903102482543249,6
W38GLAG78E,105,inicialization,0.173101769405277,0.3181818181818182,141,0.04785609908954782,42479.35584164924,0.9864971135077076,3
3UG56L8QNY,105,inicialization,0.057190958417936644,0.0,85,0.03356012283402913,91295.77610899585,0.20848640022374876,5
0Z307UUEAP,105,inicialization,0.173101769405277,0.3181818181818182,32,0.08070133249414986,72392.24266593652,0.4244960649341949,5
4Q1WVCE4A4,105,inicialization,0.1679497056621564,0.2272727272727273,188,0.047662910891682786,80456.73164396049,0.8784702900719056,8
RU1MG8QLRO,105,inicialization,0.173101769405277,0.3181818181818182,92,0.060584937423379684,5332.98033093765,0.5679018658143979,5
ZHC3DCU34D,105,inicialization,0.3798263270539577,0.4545454545454546,75,0.03364558852159516,17847.05242749493,0.7201388013499304,1
932SNU88QX,105,inicialization,0.32063377951324257,0.5454545454545454,155,0.09590817831918529,16714.261098163533,0.43503249791353726,4
UNWSG4V3YK,105,inicialization,0.21553545944726382,0.13636363636363635,53,0.013067372244767443,12979.665816998506,0.31344399688867797,2
YL9YZS0MDI,105,inicialization,0.173101769405277,0.3181818181818182,80,0.07826484727553737,10646.798425837054,0.5887284257174805,5
FSX7HFFUCM,105,inicialization,0.21553545944726382,0.13636363636363635,199,0.04862070779426835,10299.119227851255,0.16486093033732263,5
AY9KK68RF9,105,inicialization,0.1679497056621564,0.2272727272727273,60,0.013307932611154006,28966.512377186606,0.020150288539503958,3
3N1PMVZRAE,105,inicialization,0.13274181921601214,0.40909090909090906,117,0.06292342592952828,70361.40704122403,0.7761694479366709,8
B5DF8H7WAH,105,inicialization,0.173101769405277,0.3181818181818182,92,0.08412384337746169,88442.45695062245,0.9221843790598101,5
57JKTONE6T,105,inicialization,0.1679497056621564,0.2272727272727273,43,0.04782359137485499,17097.223627471416,0.7411561176580537,8
YJ01RPMDX6,105,inicialization,0.03923107716947716,0.09090909090909091,22,0.021966470115721372,44880.789071879626,0.5038384176120032,7
IOBZPHIVKR,105,inicialization,0.173101769405277,0.3181818181818182,173,0.07196220193597583,26526.00670198643,0.7436971827883305,5
LOIQOD0ON2,105,inicialization,0.1679497056621564,0.2272727272727273,165,0.09938752141683443,39936.90616863905,0.5983727091042025,2
F0QBZOMV0R,105,inicialization,0.173101769405277,0.3181818181818182,111,0.060050068335166386,45284.24243425659,0.677686705148016,3
O83V1U8MSQ,105,inicialization,0.13274181921601214,0.40909090909090906,120,0.099124875583046,20137.281373976453,0.8183697207131156,8
YFSQKRYYJK,105,inicialization,0.21553545944726382,0.13636363636363635,185,0.09232646300098332,29542.76784325977,0.05732842204412836,3
WVFHTGYLE3,105,inicialization,0.1679497056621564,0.2272727272727273,126,0.017041210090989425,42993.17036549088,0.40985708629332085,5
XIOV1ICEUS,105,inicialization,0.03923107716947716,0.09090909090909091,75,0.026921286482355925,96084.44714103932,0.7817119683075839,7
LQUOXIK200,105,inicialization,0.057190958417936644,0.0,146,0.0398422631233458,78547.74154167315,0.17441392928050758,9
7L036XRAZM,105,inicialization,0.03923107716947716,0.09090909090909091,91,0.03483426897232593,7697.798896818881,0.1385799631447041,7
G17MMTICQS,105,inicialization,0.03923107716947716,0.09090909090909091,130,0.04520748172253648,62305.60525893155,0.08932880895066508,7
M21H8B377S,105,inicialization,0.21553545944726382,0.13636363636363635,40,0.014881579525375915,90161.22778765584,0.5852217264497657,4
