id,seed,creation_mode,gmean_inv,dem_fpr,dem_ppv,dem_pnr,max_iter,tol,lambda,l1_ratio,class_weight
4B974DQEM5,106,inicialization,0.25943433782006875,0.1250556297285269,0.024193548387096753,0.24049707602339176,100,0.0001,1.0,0.0,
X12SO3R4IL,106,inicialization,0.2909623599554111,0.1250556297285269,0.0,0.26023391812865493,100,0.0001,1.0,1.0,
RX5WESWVLI,106,inicialization,0.429912287450431,0.3916332888295505,0.047128129602356406,0.3340643274853801,98,0.003837918378352169,73750.79890578019,0.10017465595368424,2
X29TQ521PJ,106,inicialization,0.5,0.153093012906097,0.0,0.2543859649122807,180,0.0491545603496058,15565.82031990876,0.18919445068664886,6
9NIURIW928,106,inicialization,0.24584484355008218,0.02136181575433911,0.125,0.15350877192982448,89,0.0652926165705832,23943.003751441178,0.5235430327634166,4
YIKCW87EG8,106,inicialization,0.6391560817564839,0.028037383177570093,0.4285714285714286,0.06505847953216382,148,0.04792738939105393,51694.834513186375,0.22026810459433022,8
ANG0HXOSNI,106,inicialization,0.4483688959095943,0.12416555407209612,0.014285714285714346,0.32309941520467833,135,0.006886685802338754,73531.95193768996,0.30714975052825155,8
RGV3A168MG,106,inicialization,0.25069476624453413,0.10947930574098796,0.23571428571428565,0.005847953216374324,74,0.08383711220143764,29066.16996154739,0.0017778686233476115,3
KCUA7K7VUH,106,inicialization,0.4363437808971382,0.05785491766800178,0.11904761904761907,0.24122807017543868,157,0.08054114908329879,82686.35459226083,0.5353682485111976,7
CHM9X70DWU,106,inicialization,0.260490027112548,0.4686248331108144,0.19052631578947365,0.4444444444444444,193,0.07855361724472375,46185.7765603154,0.5992896985999009,4
WYA0VZD6SJ,106,inicialization,0.28784730686928295,0.26123720516243876,0.012237762237762295,0.2690058479532164,181,0.047702884071086256,40740.3655728141,0.8423443785729784,2
RMVQ7CTKXJ,106,inicialization,0.6172672276901284,0.02892745883400089,0.16666666666666674,0.1271929824561403,35,0.06307658317418306,44462.17729791045,0.5625408827546865,8
2HBF823FFW,106,inicialization,0.3020677862428186,0.1864708500222519,0.045454545454545414,0.2032163742690058,92,0.08107311790815772,89900.12575299176,0.8951326997663989,1
Q0ADVR5CDE,106,inicialization,0.39275210992544396,0.0774365821094793,0.10256410256410264,0.22295321637426901,195,0.009054543158955514,40337.50077200376,0.9131287227209394,4
K3SO6M6AIL,106,inicialization,0.41458704034388405,0.07343124165554071,0.13607142857142857,0.04239766081871349,121,0.035636460948205814,53575.95717331092,0.8421791765449193,1
OHVRTZBDBG,106,inicialization,0.27229312792397886,0.4339118825100134,0.05570291777188324,0.3779239766081871,175,0.06091928390699619,33259.00453377987,0.8643249227725468,6
F512K3JL16,106,inicialization,0.8023576462394764,0.04672897196261683,0.11054421768707484,1.0,156,0.03592284957908209,82118.41030983544,0.7828407399577959,5
HGP75L1OTJ,106,inicialization,0.293998937677853,0.05874499332443257,0.022727272727272707,0.11622807017543868,127,0.00356564850938656,97799.03196515728,0.9311985454393591,5
0W3MGW7MPZ,106,inicialization,0.4386586006121883,0.04850912327547841,0.05555555555555558,0.13157894736842102,22,0.04567407285576151,14876.67726235757,0.4486385295871116,7
