id,seed,creation_mode,gmean_inv,dem_fpr,dem_ppv,num_leaves,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
3NEHY3VH5F,103,inicialization,0.173101769405277,1.0,0.5,6,4,6,0,,2,,
IOBCOGI7SL,103,inicialization,0.13274181921601214,1.0,0.4,5,4,5,1,4,2,6,
00OPFXMN64,103,inicialization,0.18350341907227397,1.0,0.0,3,2,3,1,4,36,5,5
37M7SC4JI0,103,inicialization,0.18350341907227397,1.0,0.0,3,2,3,1,4,20,3,8
FT5HGYSB94,103,inicialization,0.18350341907227397,1.0,0.0,3,2,3,1,3,33,4,7
EL2CUSA8PP,103,inicialization,0.13274181921601214,0.1388888888888889,0.08333333333333337,4,3,4,1,3,17,4,6
YB43VF9JCU,103,inicialization,0.18350341907227397,1.0,0.0,2,1,2,0,4,11,2,5
ZLLRX7C5WI,103,inicialization,0.18350341907227397,1.0,0.0,2,1,2,0,4,5,2,8
K01SS8U0QR,103,inicialization,0.18350341907227397,1.0,0.0,3,2,3,1,3,25,3,7
0JI328AH5B,103,inicialization,0.057190958417936644,1.0,0.0,4,3,4,1,3,25,5,4
HQA98HDIJ7,103,inicialization,0.173101769405277,1.0,0.5,6,4,6,0,4,4,6,5
PQ1FSY4TM0,103,inicialization,0.18350341907227397,1.0,0.0,4,3,4,1,4,22,5,9
VGWS6SF43Z,103,inicialization,0.18350341907227397,1.0,0.0,2,1,2,1,3,13,2,7
7GPUSWYVMH,103,inicialization,0.18350341907227397,1.0,0.0,4,3,4,0,4,14,4,7
RJ2UURG9ZH,103,inicialization,0.08013378899220014,1.0,0.33333333333333337,5,4,5,0,4,8,5,4
7U29RCJ5K0,103,inicialization,0.18350341907227397,1.0,0.0,4,3,4,0,3,36,5,8
W1GRWHQ9CB,103,inicialization,0.26620061429465725,0.3055555555555556,0.38888888888888895,3,2,3,1,4,9,3,4
GXARWJM3T0,103,inicialization,0.18350341907227397,1.0,0.0,3,2,3,1,3,13,3,8
3UFKT1PV8L,103,inicialization,0.13274181921601214,0.1388888888888889,0.08333333333333337,4,3,4,0,4,27,5,6
