id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
IFYRYMFTNL,108,inicialization,0.4068065684809823,0.1331081396615868,26,1135,0,,2,,
MUMHMF91G8,108,inicialization,0.4182914670098007,0.10043430208122539,26,1089,1,26,2,1135,
UYND2CWVPM,108,inicialization,0.5369472220093594,0.08091405800034246,8,28,1,25,10,28,2
HZLVP2AWLO,108,inicialization,0.4155338050386791,0.08933547111657664,16,669,1,16,3,899,7
5MG7JDLIVQ,108,inicialization,0.37271449091739706,0.08630002646285084,18,299,0,21,31,364,4
C2ZUR85ES6,108,inicialization,0.34604149909082016,0.1390778474805809,12,197,0,12,9,197,5
JZPBUESYH2,108,inicialization,0.536049044622817,0.009923569060257487,8,93,0,8,40,584,2
6GEX311YUG,108,inicialization,0.3890536227561242,0.11626531342911844,19,294,1,19,33,625,4
4J0H94FF5M,108,inicialization,0.390564333956831,0.0925888451300571,12,259,1,12,22,693,5
Z09L62HKEY,108,inicialization,0.3974669761214521,0.1413194066094861,25,402,1,26,23,1011,4
KDERADTYDO,108,inicialization,0.4130442231296465,0.059035506919257186,16,272,0,16,32,843,3
3MQCOZT0VQ,108,inicialization,0.3417576697457112,0.11296524026711913,3,6,1,19,9,6,4
AK0Y2956YK,108,inicialization,0.49139547089786206,0.11905169595741039,10,162,1,10,38,880,2
SNHW8W5QSF,108,inicialization,0.4415004064649789,0.07759063526408369,18,270,0,18,35,369,7
1WD8M2J057,108,inicialization,0.3805589601188665,0.09282234087265143,12,140,1,25,32,140,5
2RB0U5HEA7,108,inicialization,0.4395712138686506,0.04886287573356579,20,349,1,20,25,636,7
FW0OHIZ2UF,108,inicialization,0.4344011025359398,0.10299497205834274,9,158,1,9,23,301,3
QS3LOBW5R5,108,inicialization,0.5505029330754199,0.09458912532494823,7,88,1,7,4,475,2
NRRFI4OK11,108,inicialization,0.43007149658541577,0.09652713998848095,20,598,1,20,11,950,2
3HUR8JLUDV,108,inicialization,0.3605821224594582,0.20139007798757796,10,46,1,24,8,46,4
2GLYZPIK94,108,inicialization,0.37191439047654706,0.08382497159135133,10,221,0,10,17,357,5
OL7E3HOS0M,108,inicialization,0.373394324972556,0.1408601983157174,4,16,1,4,12,1113,4
4SD06VEXUO,108,inicialization,0.4268054039246746,0.0783300384489656,4,16,1,4,11,1023,7
FJ9P251BMU,108,inicialization,0.5707206267731157,0.038729160504973464,6,46,0,6,14,164,8
RXMTNFX797,108,inicialization,0.3851990332420602,0.08184804097071963,18,209,1,20,33,209,4
VFV16N6UMQ,108,inicialization,0.4288033078974306,0.08730405815600628,21,507,0,21,14,507,3
W03OHG8OKA,108,inicialization,0.43992505718676156,0.06483398452701544,20,264,0,25,37,558,7
V1E7ANE2QP,108,inicialization,0.3560321964086721,0.14490745785401846,7,94,1,7,3,1016,5
KAHYIU0NQM,108,inicialization,0.40833840986490866,0.09254214598153826,15,583,1,15,6,902,5
ILUOEU635R,108,inicialization,0.36536593137120665,0.13311592285300664,7,28,1,21,7,28,5
1W7QUQEYX0,108,inicialization,0.4615626310695017,0.07011098830964649,16,275,0,16,32,697,7
1GVK2OV9K0,108,inicialization,0.416046574158105,0.03165423950436638,16,199,1,23,23,199,6
CJYZ5FJQ7G,108,inicialization,0.5450234647354129,0.020096200245948853,26,305,1,26,37,607,9
UQW6B9OIAR,108,inicialization,0.4593967759553187,0.06841425258012795,25,347,1,25,30,1060,8
AE92CSK15T,108,inicialization,0.3964916926466303,0.10338413162933328,8,100,1,8,30,1084,7
8BQIXBET9X,108,inicialization,0.4837868063947022,0.1442458865833346,14,238,1,14,38,397,2
