id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
BMOZVAIBKG,104,inicialization,0.5092741054847905,0.04781858129315755,28,460,0,,2,,
JHEVXDMQZU,104,inicialization,0.4854771759855063,0.040913370998116774,28,433,1,28,2,460,
KT0C328PQL,104,inicialization,0.36255648736069956,0.08488700564971752,4,15,1,4,3,362,2
KQ90VEW8MG,104,inicialization,0.6241858840772265,0.008521657250470806,20,146,0,20,33,253,6
OJL7LC8YCJ,104,inicialization,0.3596488952082397,0.06746704331450093,7,30,0,8,19,30,2
IPHE490948,104,inicialization,0.4777480103707895,0.08386691776522284,14,352,0,14,3,352,1
577BBQBM52,104,inicialization,0.6859625675228072,0.019083490269930947,8,42,0,8,11,42,8
TGKEA0NKYV,104,inicialization,0.6217946778788337,0.016368487131198997,9,105,1,9,9,394,8
FMDY6O67P4,104,inicialization,0.49454782917537,0.005398618957940998,15,319,0,15,5,407,6
ZO9EC5DZNY,104,inicialization,0.536460889113618,0.026004394224733204,9,35,1,26,19,35,5
6WCK3AL9R1,104,inicialization,0.5973968293310281,0.034447583176396734,10,100,1,10,22,210,7
KK5HTDTAE2,104,inicialization,0.3874491471001297,0.0245291902071563,9,52,0,9,23,52,3
ERGUU4216N,104,inicialization,0.5548395296140285,0.055634023854362835,9,75,1,9,24,75,6
J1TONPG7XJ,104,inicialization,0.4260137737273184,0.03830822347771498,21,147,0,21,33,154,3
AS3LNE9SLA,104,inicialization,0.36737459351375557,0.06268047708725674,10,92,1,10,31,284,2
H8PF0XPK7M,104,inicialization,0.8357118310336968,1.0,6,35,1,6,22,311,8
4Q1U4D2RDZ,104,inicialization,0.47300939879649695,0.03345888261142499,22,143,0,25,33,361,4
VQ8ICTA5D9,104,inicialization,0.6146510097994791,0.011691776522285001,26,188,1,27,24,363,7
CRH5FFV0JN,104,inicialization,0.36586500287397417,0.0648462021343377,17,137,0,17,35,167,2
QAFH2OFZ67,104,inicialization,0.4538157956241887,0.05097300690521028,10,151,0,10,9,273,3
XHNOBNCLZ9,104,inicialization,0.377254192593375,0.08920276208411801,19,147,0,19,32,318,2
PGLL55FCO9,104,inicialization,0.535793445843677,0.03341180163214061,14,86,0,16,36,86,5
ICZO6JAMSW,104,inicialization,0.5807219830338864,0.02226930320150659,14,71,0,25,6,71,6
N185YE7M2E,104,inicialization,0.5344614300378683,0.024937225360954177,5,21,1,5,20,21,4
LR5SWGB96I,104,inicialization,0.37082421419203104,0.22647520401757687,6,41,0,6,27,380,1
FTXXHF8045,104,inicialization,0.3625350596076089,0.05525737602008787,10,86,1,10,38,132,2
HIBU8N8EYX,104,inicialization,0.8576263006371252,1.0,3,7,0,3,11,430,7
P5Q49CAMTE,104,inicialization,0.36529086514013853,0.0627275580665411,14,131,0,14,35,425,2
ODZE96XNIE,104,inicialization,0.7560747522689408,0.006858129315756432,24,185,1,27,28,393,8
