id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
WGAT7VSKWK,105,inicialization,0.5592833469311866,0.04604607721046079,22,456,0,,2,,
JGZWK1Y35O,105,inicialization,0.5221949032799207,0.04047322540473225,22,433,1,22,2,456,
LT7QDUHWLZ,105,inicialization,0.6322655727588868,0.032721046077210464,20,179,1,20,24,288,5
6YS7H0WSQI,105,inicialization,0.5591852638611656,0.0474159402241594,13,125,1,13,34,179,4
A9MNDLU126,105,inicialization,0.5273255030666597,0.041625155666251565,15,290,1,15,5,290,4
TRPX0TFHG5,105,inicialization,0.7909580082051914,0.005635118306351182,8,42,1,11,26,42,7
SNPHXL7NRR,105,inicialization,0.6177396366283916,0.03611457036114571,12,129,1,12,28,382,5
4AKJND2UPW,105,inicialization,0.8409972629977296,1.0,3,7,0,3,14,178,6
GOPQFRENCC,105,inicialization,0.5637496354421201,0.05087173100871731,10,95,1,10,38,312,4
2244L4ABIT,105,inicialization,0.6266304958776583,0.003611457036114568,12,114,1,17,9,114,7
XNYC0F8226,105,inicialization,0.6498500800339407,0.012391033623910336,10,88,0,10,38,406,6
W38GLAG78E,105,inicialization,0.3852811796799994,0.06759028642590287,12,164,1,12,18,450,3
3UG56L8QNY,105,inicialization,0.6104578325415038,0.0226027397260274,9,72,0,9,37,97,5
0Z307UUEAP,105,inicialization,0.5711960070657374,0.02478206724782067,18,146,0,18,30,195,5
4Q1WVCE4A4,105,inicialization,0.7405050638003507,0.003268991282689912,12,116,1,12,33,401,8
RU1MG8QLRO,105,inicialization,0.5774930302965189,0.0303549190535492,15,260,0,15,4,260,5
ZHC3DCU34D,105,inicialization,0.40132839404594234,0.10099626400996264,9,131,0,9,9,329,1
932SNU88QX,105,inicialization,0.5080277145895791,0.04735367372353674,18,200,1,21,8,200,4
UNWSG4V3YK,105,inicialization,0.3498514331144684,0.14268368617683685,5,29,0,5,7,144,2
YL9YZS0MDI,105,inicialization,0.5554644181658396,0.042808219178082196,18,269,0,18,6,269,5
FSX7HFFUCM,105,inicialization,0.598650853787644,0.032783312577833124,10,77,1,12,6,77,5
AY9KK68RF9,105,inicialization,0.44104100998260165,0.0679016189290162,5,11,0,6,13,11,3
3N1PMVZRAE,105,inicialization,0.7293494652260253,0.0035803237858032383,15,145,1,15,29,354,8
B5DF8H7WAH,105,inicialization,0.6033096736098394,0.010056039850560403,18,132,0,19,36,421,5
57JKTONE6T,105,inicialization,0.6021778872118153,0.010429638854296389,12,209,0,12,8,338,8
YJ01RPMDX6,105,inicialization,0.6848348928681878,0.0033312577833125787,7,53,0,7,19,231,7
IOBZPHIVKR,105,inicialization,0.5360957360847863,0.04965753424657535,17,237,1,17,12,340,5
LOIQOD0ON2,105,inicialization,0.40387569799533607,0.07633872976338729,22,219,1,22,17,274,2
F0QBZOMV0R,105,inicialization,0.4394268686467274,0.06422789539227895,14,175,1,14,19,310,3
O83V1U8MSQ,105,inicialization,0.5781279021348018,0.02350560398505605,22,309,1,22,10,374,8
YFSQKRYYJK,105,inicialization,0.48842680729597043,0.0770236612702366,7,28,1,21,13,28,3
WVFHTGYLE3,105,inicialization,0.5556492340085524,0.022540473225404728,6,45,1,6,18,188,5
XIOV1ICEUS,105,inicialization,0.7503201191809815,0.002210460772104607,8,52,0,8,39,357,7
LQUOXIK200,105,inicialization,0.777299861399404,9.33997509339965e-05,11,81,1,11,32,81,9
7L036XRAZM,105,inicialization,0.631209031125883,0.0012453300124532982,10,65,0,10,5,65,7
G17MMTICQS,105,inicialization,0.7909580082051914,0.005635118306351182,8,43,1,12,26,43,7
M21H8B377S,105,inicialization,0.5646523636200312,0.027054794520547945,6,41,0,6,36,268,4
HWM6CMJSUH,105,inicialization,0.34520672216191495,0.13191158156911584,15,103,1,16,13,103,2
