id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
M8W3D6NOS5,101,inicialization,0.401601654875522,0.06196581196581197,18,118,0,,2,,
NV2EQMKF28,101,inicialization,0.4712148815217393,0.07799145299145302,18,106,1,18,2,118,
XM4UPZ1NE1,101,inicialization,0.3307729865483433,0.2532051282051282,6,24,0,6,27,74,4
RZYO1EZ0A3,101,inicialization,0.2629571031621798,0.15170940170940173,4,12,0,4,32,45,4
QJC1LREJZX,101,inicialization,0.4257946489961342,0.07905982905982906,12,72,1,12,8,100,5
L7AFECW82H,101,inicialization,0.4840699722135259,0.2232905982905983,11,37,1,12,25,55,6
LM92IFJTVY,101,inicialization,0.4435448157182119,0.13568376068376076,11,36,0,11,28,43,1
RUFRJQ3N1H,101,inicialization,0.3221475607628089,0.19123931623931623,10,30,1,15,38,30,3
LAAZ3CVPR4,101,inicialization,0.5798209008908192,0.30769230769230765,11,41,1,11,22,41,8
SWXZZDO7EN,101,inicialization,0.29991701110620905,0.13782051282051283,5,21,0,5,15,45,5
MX69NI389U,101,inicialization,0.2945490212307401,0.17628205128205127,8,45,0,8,12,104,3
TCPDV22DR9,101,inicialization,0.7166668885753449,0.13247863247863245,15,39,1,17,31,56,9
DA02RJ5DCR,101,inicialization,0.30077971382319213,0.172008547008547,5,21,1,5,5,74,5
7EJ40GQAPW,101,inicialization,0.2833018384873883,0.23397435897435892,9,29,0,15,6,29,3
KLM2ICM76O,101,inicialization,0.3741159865841076,0.004273504273504258,11,103,0,11,2,107,5
I4IHHC2FRZ,101,inicialization,0.4167987172248574,0.03418803418803418,14,71,1,14,6,81,1
GTSPKY9YJV,101,inicialization,0.2762829212044703,0.1581196581196581,7,29,1,7,17,30,3
0JK525MRBM,101,inicialization,0.795183984706473,0.03311965811965811,4,14,0,4,14,33,7
YIQX3QD3TF,101,inicialization,0.5978029254253099,0.09081196581196581,3,8,0,3,20,115,8
YCWDOAYI5Z,101,inicialization,0.49650384824684113,0.172008547008547,14,74,1,17,9,82,7
