id,seed,creation_mode,gmean_inv,dem_fpr,max_iter,tol,lambda,l1_ratio,class_weight
BMOZVAIBKG,104,inicialization,0.35272675091496153,0.046120036142548664,100,0.0001,1.0,0.0,
JHEVXDMQZU,104,inicialization,0.34526756738054054,0.045882659233961745,100,0.0001,1.0,1.0,
KT0C328PQL,104,inicialization,0.23731860305130392,0.19642556319585894,175,0.004002710026635392,3832.5823012820188,0.7856005266442624,2
KQ90VEW8MG,104,inicialization,0.4298646619671852,0.03154815688316461,27,0.06679099831394264,80554.71334627543,0.5475907361308185,6
OJL7LC8YCJ,104,inicialization,0.24431820089223888,0.16400447187466496,103,0.021286556700774745,44232.177609941435,0.0621591072828106,2
IPHE490948,104,inicialization,0.3095043718587691,0.17597286245922472,54,0.043203777236456097,2587.9890844729202,0.7631916231950118,1
577BBQBM52,104,inicialization,0.5906345497860734,0.0031241864097891173,42,0.01935353560796468,24395.90141554236,0.08767422149405124,8
TGKEA0NKYV,104,inicialization,0.5222417820128751,0.009632908096849779,117,0.023999412697273636,18606.70916996143,0.8549604805589534,8
FMDY6O67P4,104,inicialization,0.23980325042319695,0.1336049129362758,55,0.04884646821164895,7164.095426408089,0.8846093512359138,6
ZO9EC5DZNY,104,inicialization,0.292843371158935,0.10162794615372835,130,0.09148287962481405,44189.34809029517,0.0720074616262334,5
6WCK3AL9R1,104,inicialization,0.49521814769799,0.012259368730569552,180,0.02627411083463495,52793.338533991104,0.4535693603562002,7
KK5HTDTAE2,104,inicialization,0.24366458292713933,0.1640274438335605,80,0.024514660182344748,54192.79121170005,0.10846063769216285,3
ERGUU4216N,104,inicialization,0.40758508925728354,0.03105043110709527,131,0.023444646493290377,56761.61419772825,0.159940824701429,6
J1TONPG7XJ,104,inicialization,0.4148474939374336,0.04378455365483866,46,0.07356039672308869,80589.22081509612,0.331007749795724,3
AS3LNE9SLA,104,inicialization,0.2536137104069367,0.20809531831477707,187,0.029573751329813457,76393.2763502197,0.6163295286533157,2
H8PF0XPK7M,104,inicialization,0.5639113066382764,0.003407507236167052,197,0.011838363828273153,51756.227429317136,0.6755340644950576,8
4Q1U4D2RDZ,104,inicialization,0.24569185847634778,0.15164555798888157,77,0.08997434242230777,80923.36351396934,0.783386306204234,4
VQ8ICTA5D9,104,inicialization,0.5595999533487501,0.006508721687060661,112,0.0944958457504233,57550.68860016523,0.7879744907874319,7
CRH5FFV0JN,104,inicialization,0.2536137104069367,0.20809531831477707,79,0.05739545309824597,87841.93772453873,0.3598500740176199,2
QAFH2OFZ67,104,inicialization,0.2384958925894216,0.16401212919429684,27,0.028482416498872797,17814.042215568097,0.591677934496845,3
XHNOBNCLZ9,104,inicialization,0.26811710174569403,0.17581971606658806,77,0.06523273347292412,79531.15021709449,0.6890274732146434,2
PGLL55FCO9,104,inicialization,0.35780149176433673,0.0510743219443466,65,0.05142403885583253,90421.58327508738,0.18313161151752777,5
ICZO6JAMSW,104,inicialization,0.4292358742506972,0.028140649646997563,56,0.08786721927587467,9718.869469597414,0.15153943634626443,6
N185YE7M2E,104,inicialization,0.31476988029089537,0.05153376112225677,142,0.008545582160700477,48255.55862527599,0.04098823896837511,4
LR5SWGB96I,104,inicialization,0.37751947843351286,0.11861188109714083,91,0.012543220397266531,65356.22054810517,0.8244255135548244,1
FTXXHF8045,104,inicialization,0.24821883667756595,0.2128275418472518,122,0.027753730652741802,95870.69862884573,0.2831510904410275,2
HIBU8N8EYX,104,inicialization,0.4887656428521111,0.012780066465534404,96,0.0016459367335784948,24408.03505099611,0.9355759150531304,7
P5Q49CAMTE,104,inicialization,0.2536137104069367,0.20809531831477707,66,0.04521354326180074,86935.33222836746,0.9234418760491023,2
